"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8908","find employee with current and include past employee","","2026-06-29","passed","2026-06-29","","Check List Employe on PIM Module","find employee with current and include past employee",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3352","Login failed with invalid credential","","2026-06-29","passed","2026-06-29","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","22928","Validate error for duplicate Employee ID","","2026-06-29","passed","2026-06-29","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"","8472","find employee with partial name","","2026-06-29","passed","2026-06-29","","Check List Employe on PIM Module","find employee with partial name",""
"","42123","Successfully create login details with enabled status","","2026-06-29","failed","2026-06-29","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","24116","Add a new employee with minimum required fields and a unique manual ID","","2026-06-29","failed","2026-06-29","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4111","Successful login with valid credentials","","2026-06-29","passed","2026-06-29","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3634","Login failed with invalid credential","","2026-06-29","passed","2026-06-29","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","6571","Check total data with default pagination","","2026-06-29","passed","2026-06-29","","Check List Employe on PIM Module","Check total data with default pagination",""
"","37824","Validate error when passwords do not match","","2026-06-29","passed","2026-06-29","","Add Employe on PIM Module","Validate error when passwords do not match",""
"","38037","Successfully create login details with enabled status","","2026-06-29","passed","2026-06-29","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","25893","Validate error when First Name is empty","","2026-06-29","passed","2026-06-29","","Add Employe on PIM Module","Validate error when First Name is empty",""
"","24337","Search employee name without record data","","2026-06-29","passed","2026-06-29","","Check List Employe on PIM Module","Search employee name without record data",""
"","52802","Successfully create login details with disabled status","","2026-06-29","broken","2026-06-29","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"","65023","Add a new employee using only mandatory fields","","2026-06-29","passed","2026-06-29","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3694","Login failed with invalid credential","","2026-06-29","passed","2026-06-29","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","22077","Validate error when photo file size exceeds the limit","","2026-06-29","passed","2026-06-29","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
