"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","21678","Validate error when photo file size exceeds the limit","","2026-07-03","passed","2026-07-03","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
"","7435","find employee with partial name","","2026-07-03","passed","2026-07-03","","Check List Employe on PIM Module","find employee with partial name",""
"","37873","Successfully create login details with enabled status","","2026-07-03","passed","2026-07-03","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","22587","Search employee name without record data","","2026-07-03","passed","2026-07-03","","Check List Employe on PIM Module","Search employee name without record data",""
"","21831","Validate error for duplicate Employee ID","","2026-07-03","passed","2026-07-03","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"","5982","Check total data with default pagination","","2026-07-03","passed","2026-07-03","","Check List Employe on PIM Module","Check total data with default pagination",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3707","Login failed with invalid credential","","2026-07-03","passed","2026-07-03","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3393","Login failed with invalid credential","","2026-07-03","passed","2026-07-03","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","52071","Successfully create login details with disabled status","","2026-07-03","broken","2026-07-03","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"","38416","Validate error when passwords do not match","","2026-07-03","passed","2026-07-03","","Add Employe on PIM Module","Validate error when passwords do not match",""
"","22844","Validate error when First Name is empty","","2026-07-03","passed","2026-07-03","","Add Employe on PIM Module","Validate error when First Name is empty",""
"","7021","find employee with current and include past employee","","2026-07-03","passed","2026-07-03","","Check List Employe on PIM Module","find employee with current and include past employee",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3759","Successful login with valid credentials","","2026-07-03","passed","2026-07-03","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3448","Login failed with invalid credential","","2026-07-03","passed","2026-07-03","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","31372","Add a new employee using only mandatory fields","","2026-07-03","failed","2026-07-03","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"","25798","Add a new employee with minimum required fields and a unique manual ID","","2026-07-03","passed","2026-07-03","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"","38694","Successfully create login details with enabled status","","2026-07-03","failed","2026-07-03","","Add Employe on PIM Module","Successfully create login details with enabled status",""
