"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23677","Validate error when photo file size exceeds the limit","","2026-08-07","passed","2026-08-07","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3900","Login failed with invalid credential","","2026-08-07","passed","2026-08-07","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","45609","Successfully create login details with enabled status","","2026-08-07","passed","2026-08-07","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4138","Successful login with valid credentials","","2026-08-07","passed","2026-08-07","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"","12179","Add a new employee with minimum required fields and a unique manual ID","","2026-08-07","passed","2026-08-07","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"","23616","Validate error for duplicate Employee ID","","2026-08-07","passed","2026-08-07","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"","23445","Search employee name without record data","","2026-08-07","passed","2026-08-07","","Check List Employe on PIM Module","Search employee name without record data",""
"","7988","find employee with partial name","","2026-08-07","passed","2026-08-07","","Check List Employe on PIM Module","find employee with partial name",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3988","Login failed with invalid credential","","2026-08-07","passed","2026-08-07","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","37971","Validate error when passwords do not match","","2026-08-07","passed","2026-08-07","","Add Employe on PIM Module","Validate error when passwords do not match",""
"","8516","find employee with current and include past employee","","2026-08-07","passed","2026-08-07","","Check List Employe on PIM Module","find employee with current and include past employee",""
"","38093","Successfully create login details with enabled status","","2026-08-07","passed","2026-08-07","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","43493","Add a new employee using only mandatory fields","","2026-08-07","passed","2026-08-07","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"","24268","Validate error when First Name is empty","","2026-08-07","passed","2026-08-07","","Add Employe on PIM Module","Validate error when First Name is empty",""
"","5876","Check total data with default pagination","","2026-08-07","passed","2026-08-07","","Check List Employe on PIM Module","Check total data with default pagination",""
"","39998","Successfully create login details with disabled status","","2026-08-07","failed","2026-08-07","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3874","Login failed with invalid credential","","2026-08-07","passed","2026-08-07","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
