"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31565","find employee with current and include past employee","","Tue Mar 03 03:38:20 UTC 2026","broken","Tue Mar 03 03:38:51 UTC 2026","","Check List Employe on PIM Module","find employee with current and include past employee",""
"","31437","Successfully create login details with disabled status","","Tue Mar 03 03:37:17 UTC 2026","broken","Tue Mar 03 03:37:48 UTC 2026","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","31688","Successful login with valid credentials","","Tue Mar 03 03:39:57 UTC 2026","broken","Tue Mar 03 03:40:29 UTC 2026","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"","27168","Add a new employee with minimum required fields and a unique manual ID","","Tue Mar 03 03:33:30 UTC 2026","failed","Tue Mar 03 03:33:57 UTC 2026","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"","31414","Validate error when photo file size exceeds the limit","","Tue Mar 03 03:36:45 UTC 2026","broken","Tue Mar 03 03:37:17 UTC 2026","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
"","38319","Validate error when passwords do not match","","Tue Mar 03 03:36:07 UTC 2026","passed","Tue Mar 03 03:36:45 UTC 2026","","Add Employe on PIM Module","Validate error when passwords do not match",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","31298","Login failed with invalid credential","","Tue Mar 03 03:41:00 UTC 2026","broken","Tue Mar 03 03:41:31 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","23308","Validate error when First Name is empty","","Tue Mar 03 03:33:57 UTC 2026","passed","Tue Mar 03 03:34:20 UTC 2026","","Add Employe on PIM Module","Validate error when First Name is empty",""
"","32455","Check total data with default pagination","","Tue Mar 03 03:38:51 UTC 2026","broken","Tue Mar 03 03:39:24 UTC 2026","","Check List Employe on PIM Module","Check total data with default pagination",""
"","23127","Validate error for duplicate Employee ID","","Tue Mar 03 03:34:20 UTC 2026","passed","Tue Mar 03 03:34:43 UTC 2026","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"","50161","Add a new employee using only mandatory fields","","Tue Mar 03 03:32:39 UTC 2026","passed","Tue Mar 03 03:33:30 UTC 2026","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"","39386","Successfully create login details with enabled status","","Tue Mar 03 03:35:28 UTC 2026","passed","Tue Mar 03 03:36:07 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","31439","find employee with partial name","","Tue Mar 03 03:37:48 UTC 2026","broken","Tue Mar 03 03:38:20 UTC 2026","","Check List Employe on PIM Module","find employee with partial name",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","31374","Login failed with invalid credential","","Tue Mar 03 03:41:31 UTC 2026","broken","Tue Mar 03 03:42:02 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","31273","Login failed with invalid credential","","Tue Mar 03 03:40:29 UTC 2026","broken","Tue Mar 03 03:41:00 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","44256","Successfully create login details with enabled status","","Tue Mar 03 03:34:43 UTC 2026","passed","Tue Mar 03 03:35:28 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","33226","Search employee name without record data","","Tue Mar 03 03:39:24 UTC 2026","broken","Tue Mar 03 03:39:57 UTC 2026","","Check List Employe on PIM Module","Search employee name without record data",""
