"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9669","find employee with current and include past employee","","2026-06-30","passed","2026-06-30","","Check List Employe on PIM Module","find employee with current and include past employee",""
"","22336","Validate error when photo file size exceeds the limit","","2026-06-30","passed","2026-06-30","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
"","37363","Successfully create login details with enabled status","","2026-06-30","passed","2026-06-30","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3616","Login failed with invalid credential","","2026-06-30","passed","2026-06-30","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","23826","Validate error for duplicate Employee ID","","2026-06-30","passed","2026-06-30","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"","7591","Check total data with default pagination","","2026-06-30","passed","2026-06-30","","Check List Employe on PIM Module","Check total data with default pagination",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3479","Login failed with invalid credential","","2026-06-30","passed","2026-06-30","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3342","Login failed with invalid credential","","2026-06-30","passed","2026-06-30","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","37648","Validate error when passwords do not match","","2026-06-30","passed","2026-06-30","","Add Employe on PIM Module","Validate error when passwords do not match",""
"","22383","Search employee name without record data","","2026-06-30","passed","2026-06-30","","Check List Employe on PIM Module","Search employee name without record data",""
"","27086","Add a new employee with minimum required fields and a unique manual ID","","2026-06-30","passed","2026-06-30","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"","32095","Add a new employee using only mandatory fields","","2026-06-30","passed","2026-06-30","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"","23470","Validate error when First Name is empty","","2026-06-30","passed","2026-06-30","","Add Employe on PIM Module","Validate error when First Name is empty",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3876","Successful login with valid credentials","","2026-06-30","passed","2026-06-30","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"","43167","Successfully create login details with enabled status","","2026-06-30","passed","2026-06-30","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","54122","Successfully create login details with disabled status","","2026-06-30","broken","2026-06-30","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"","10580","find employee with partial name","","2026-06-30","passed","2026-06-30","","Check List Employe on PIM Module","find employee with partial name",""
