"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","52878","Successfully create login details with disabled status","","2026-07-17","broken","2026-07-17","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3817","Login failed with invalid credential","","2026-07-17","passed","2026-07-17","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","22992","Validate error for duplicate Employee ID","","2026-07-17","passed","2026-07-17","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"","43615","Successfully create login details with enabled status","","2026-07-17","passed","2026-07-17","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","26522","Add a new employee with minimum required fields and a unique manual ID","","2026-07-17","passed","2026-07-17","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"","8099","find employee with partial name","","2026-07-17","passed","2026-07-17","","Check List Employe on PIM Module","find employee with partial name",""
"","41379","Add a new employee using only mandatory fields","","2026-07-17","passed","2026-07-17","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"","37941","Validate error when passwords do not match","","2026-07-17","passed","2026-07-17","","Add Employe on PIM Module","Validate error when passwords do not match",""
"","5787","Check total data with default pagination","","2026-07-17","passed","2026-07-17","","Check List Employe on PIM Module","Check total data with default pagination",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4212","Successful login with valid credentials","","2026-07-17","passed","2026-07-17","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3655","Login failed with invalid credential","","2026-07-17","passed","2026-07-17","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","7750","find employee with current and include past employee","","2026-07-17","passed","2026-07-17","","Check List Employe on PIM Module","find employee with current and include past employee",""
"","22845","Validate error when photo file size exceeds the limit","","2026-07-17","passed","2026-07-17","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
"","22378","Search employee name without record data","","2026-07-17","passed","2026-07-17","","Check List Employe on PIM Module","Search employee name without record data",""
"","22942","Validate error when First Name is empty","","2026-07-17","passed","2026-07-17","","Add Employe on PIM Module","Validate error when First Name is empty",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3896","Login failed with invalid credential","","2026-07-17","passed","2026-07-17","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","39045","Successfully create login details with enabled status","","2026-07-17","passed","2026-07-17","","Add Employe on PIM Module","Successfully create login details with enabled status",""
