"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23060","Add a new employee with minimum required fields and a unique manual ID","","2026-08-10","failed","2026-08-10","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3805","Login failed with invalid credential","","2026-08-10","passed","2026-08-10","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","7889","Validate error for duplicate Employee ID","","2026-08-10","passed","2026-08-10","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"","39221","Successfully create login details with enabled status","","2026-08-10","failed","2026-08-10","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3904","Login failed with invalid credential","","2026-08-10","passed","2026-08-10","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","7873","find employee with partial name","","2026-08-10","passed","2026-08-10","","Check List Employe on PIM Module","find employee with partial name",""
"","22509","Search employee name without record data","","2026-08-10","passed","2026-08-10","","Check List Employe on PIM Module","Search employee name without record data",""
"","7640","find employee with current and include past employee","","2026-08-10","passed","2026-08-10","","Check List Employe on PIM Module","find employee with current and include past employee",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3959","Login failed with invalid credential","","2026-08-10","passed","2026-08-10","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","37375","Validate error when passwords do not match","","2026-08-10","passed","2026-08-10","","Add Employe on PIM Module","Validate error when passwords do not match",""
"","22810","Validate error when First Name is empty","","2026-08-10","passed","2026-08-10","","Add Employe on PIM Module","Validate error when First Name is empty",""
"","5885","Check total data with default pagination","","2026-08-10","passed","2026-08-10","","Check List Employe on PIM Module","Check total data with default pagination",""
"","37798","Successfully create login details with enabled status","","2026-08-10","passed","2026-08-10","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","7378","Validate error when photo file size exceeds the limit","","2026-08-10","passed","2026-08-10","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
"","35488","Add a new employee using only mandatory fields","","2026-08-10","failed","2026-08-10","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"","42783","Successfully create login details with disabled status","","2026-08-10","passed","2026-08-10","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3980","Successful login with valid credentials","","2026-08-10","passed","2026-08-10","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
