"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23360","Successfully create login details with enabled status","","Fri May 15 04:51:58 UTC 2026","passed","Fri May 15 04:52:21 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","52945","Successfully create login details with disabled status","","Fri May 15 04:53:22 UTC 2026","broken","Fri May 15 04:54:15 UTC 2026","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3993","Successful login with valid credentials","","Fri May 15 04:54:59 UTC 2026","passed","Fri May 15 04:55:03 UTC 2026","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"","7969","find employee with partial name","","Fri May 15 04:54:15 UTC 2026","passed","Fri May 15 04:54:23 UTC 2026","","Check List Employe on PIM Module","find employee with partial name",""
"","31684","Add a new employee using only mandatory fields","","Fri May 15 04:49:29 UTC 2026","failed","Fri May 15 04:50:01 UTC 2026","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"","42790","Successfully create login details with enabled status","","Fri May 15 04:51:15 UTC 2026","passed","Fri May 15 04:51:58 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","23239","Validate error when First Name is empty","","Fri May 15 04:50:29 UTC 2026","passed","Fri May 15 04:50:52 UTC 2026","","Add Employe on PIM Module","Validate error when First Name is empty",""
"","22960","Validate error for duplicate Employee ID","","Fri May 15 04:50:52 UTC 2026","passed","Fri May 15 04:51:15 UTC 2026","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3492","Login failed with invalid credential","","Fri May 15 04:55:06 UTC 2026","passed","Fri May 15 04:55:09 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3586","Login failed with invalid credential","","Fri May 15 04:55:09 UTC 2026","passed","Fri May 15 04:55:13 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","22419","Validate error when photo file size exceeds the limit","","Fri May 15 04:53:00 UTC 2026","passed","Fri May 15 04:53:22 UTC 2026","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3461","Login failed with invalid credential","","Fri May 15 04:55:03 UTC 2026","passed","Fri May 15 04:55:06 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","7360","find employee with current and include past employee","","Fri May 15 04:54:23 UTC 2026","passed","Fri May 15 04:54:30 UTC 2026","","Check List Employe on PIM Module","find employee with current and include past employee",""
"","28427","Add a new employee with minimum required fields and a unique manual ID","","Fri May 15 04:50:01 UTC 2026","passed","Fri May 15 04:50:29 UTC 2026","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"","5583","Check total data with default pagination","","Fri May 15 04:54:30 UTC 2026","passed","Fri May 15 04:54:36 UTC 2026","","Check List Employe on PIM Module","Check total data with default pagination",""
"","22530","Search employee name without record data","","Fri May 15 04:54:36 UTC 2026","passed","Fri May 15 04:54:59 UTC 2026","","Check List Employe on PIM Module","Search employee name without record data",""
"","38157","Validate error when passwords do not match","","Fri May 15 04:52:21 UTC 2026","passed","Fri May 15 04:53:00 UTC 2026","","Add Employe on PIM Module","Validate error when passwords do not match",""
