"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","33441","Add a new employee using only mandatory fields","","Tue May 05 04:15:50 UTC 2026","passed","Tue May 05 04:16:24 UTC 2026","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"","41992","Validate error when passwords do not match","","Tue May 05 04:18:42 UTC 2026","passed","Tue May 05 04:19:24 UTC 2026","","Add Employe on PIM Module","Validate error when passwords do not match",""
"","53326","Successfully create login details with disabled status","","Tue May 05 04:19:32 UTC 2026","broken","Tue May 05 04:20:26 UTC 2026","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4153","Successful login with valid credentials","","Tue May 05 04:21:10 UTC 2026","passed","Tue May 05 04:21:14 UTC 2026","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3708","Login failed with invalid credential","","Tue May 05 04:21:21 UTC 2026","passed","Tue May 05 04:21:25 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","7919","find employee with partial name","","Tue May 05 04:20:26 UTC 2026","passed","Tue May 05 04:20:34 UTC 2026","","Check List Employe on PIM Module","find employee with partial name",""
"","6103","Check total data with default pagination","","Tue May 05 04:20:41 UTC 2026","passed","Tue May 05 04:20:47 UTC 2026","","Check List Employe on PIM Module","Check total data with default pagination",""
"","24154","Validate error when First Name is empty","","Tue May 05 04:16:51 UTC 2026","passed","Tue May 05 04:17:15 UTC 2026","","Add Employe on PIM Module","Validate error when First Name is empty",""
"","8260","Validate error when photo file size exceeds the limit","","Tue May 05 04:19:24 UTC 2026","passed","Tue May 05 04:19:32 UTC 2026","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
"","22390","Search employee name without record data","","Tue May 05 04:20:47 UTC 2026","passed","Tue May 05 04:21:10 UTC 2026","","Check List Employe on PIM Module","Search employee name without record data",""
"","27119","Add a new employee with minimum required fields and a unique manual ID","","Tue May 05 04:16:24 UTC 2026","passed","Tue May 05 04:16:51 UTC 2026","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3900","Login failed with invalid credential","","Tue May 05 04:21:14 UTC 2026","passed","Tue May 05 04:21:18 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","41551","Successfully create login details with enabled status","","Tue May 05 04:17:38 UTC 2026","failed","Tue May 05 04:18:19 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","7544","find employee with current and include past employee","","Tue May 05 04:20:34 UTC 2026","passed","Tue May 05 04:20:41 UTC 2026","","Check List Employe on PIM Module","find employee with current and include past employee",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3768","Login failed with invalid credential","","Tue May 05 04:21:18 UTC 2026","passed","Tue May 05 04:21:21 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","22686","Validate error for duplicate Employee ID","","Tue May 05 04:17:15 UTC 2026","passed","Tue May 05 04:17:38 UTC 2026","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"","22747","Successfully create login details with enabled status","","Tue May 05 04:18:19 UTC 2026","passed","Tue May 05 04:18:42 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
