"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","27032","Add a new employee with minimum required fields and a unique manual ID","","2026-08-04","passed","2026-08-04","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"","21978","Validate error for duplicate Employee ID","","2026-08-04","passed","2026-08-04","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"","7970","find employee with partial name","","2026-08-04","passed","2026-08-04","","Check List Employe on PIM Module","find employee with partial name",""
"","21907","Validate error when photo file size exceeds the limit","","2026-08-04","passed","2026-08-04","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
"","7242","find employee with current and include past employee","","2026-08-04","passed","2026-08-04","","Check List Employe on PIM Module","find employee with current and include past employee",""
"","53108","Successfully create login details with disabled status","","2026-08-04","broken","2026-08-04","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"","5562","Check total data with default pagination","","2026-08-04","passed","2026-08-04","","Check List Employe on PIM Module","Check total data with default pagination",""
"","22065","Successfully create login details with enabled status","","2026-08-04","passed","2026-08-04","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3524","Login failed with invalid credential","","2026-08-04","passed","2026-08-04","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","22449","Search employee name without record data","","2026-08-04","passed","2026-08-04","","Check List Employe on PIM Module","Search employee name without record data",""
"","26856","Successfully create login details with enabled status","","2026-08-04","passed","2026-08-04","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","18579","Add a new employee using only mandatory fields","","2026-08-04","failed","2026-08-04","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"","23056","Validate error when First Name is empty","","2026-08-04","passed","2026-08-04","","Add Employe on PIM Module","Validate error when First Name is empty",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3485","Login failed with invalid credential","","2026-08-04","passed","2026-08-04","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3722","Successful login with valid credentials","","2026-08-04","passed","2026-08-04","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"","22187","Validate error when passwords do not match","","2026-08-04","passed","2026-08-04","","Add Employe on PIM Module","Validate error when passwords do not match",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3381","Login failed with invalid credential","","2026-08-04","passed","2026-08-04","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
