"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","72301","Validate error when photo file size exceeds the limit","","2026-09-24","broken","2026-09-24","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","36951","Successful login with valid credentials","","2026-09-24","passed","2026-09-24","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"","73442","Successfully create login details with disabled status","","2026-09-24","broken","2026-09-24","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"","51778","Check total data with default pagination","","2026-09-24","passed","2026-09-24","","Check List Employe on PIM Module","Check total data with default pagination",""
"","52287","Search employee name without record data","","2026-09-24","failed","2026-09-24","","Check List Employe on PIM Module","Search employee name without record data",""
"","90255","Validate error when First Name is empty","","2026-09-24","passed","2026-09-24","","Add Employe on PIM Module","Validate error when First Name is empty",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","25946","Login failed with invalid credential","","2026-09-24","passed","2026-09-24","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","27899","Login failed with invalid credential","","2026-09-24","passed","2026-09-24","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","31222","Validate error when passwords do not match","","2026-09-24","broken","2026-09-24","","Add Employe on PIM Module","Validate error when passwords do not match",""
"","25545","Add a new employee with minimum required fields and a unique manual ID","","2026-09-24","broken","2026-09-24","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"","29272","Successfully create login details with enabled status","","2026-09-24","broken","2026-09-24","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","114578","Add a new employee using only mandatory fields","","2026-09-24","broken","2026-09-24","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"","61572","find employee with current and include past employee","","2026-09-24","passed","2026-09-24","","Check List Employe on PIM Module","find employee with current and include past employee",""
"","64576","find employee with partial name","","2026-09-24","passed","2026-09-24","","Check List Employe on PIM Module","find employee with partial name",""
"","35215","Validate error for duplicate Employee ID","","2026-09-24","broken","2026-09-24","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","26009","Login failed with invalid credential","","2026-09-24","passed","2026-09-24","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","129786","Successfully create login details with enabled status","","2026-09-24","broken","2026-09-24","","Add Employe on PIM Module","Successfully create login details with enabled status",""
