"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11571","find employee with partial name","","Fri Feb 06 03:36:17 UTC 2026","passed","Fri Feb 06 03:36:28 UTC 2026","","Check List Employe on PIM Module","find employee with partial name",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3577","Login failed with invalid credential","","Fri Feb 06 03:37:24 UTC 2026","passed","Fri Feb 06 03:37:28 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3942","Login failed with invalid credential","","Fri Feb 06 03:37:20 UTC 2026","passed","Fri Feb 06 03:37:24 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","24752","Validate error when First Name is empty","","Fri Feb 06 03:32:09 UTC 2026","passed","Fri Feb 06 03:32:34 UTC 2026","","Add Employe on PIM Module","Validate error when First Name is empty",""
"","26173","Validate error when photo file size exceeds the limit","","Fri Feb 06 03:35:03 UTC 2026","passed","Fri Feb 06 03:35:29 UTC 2026","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
"","10955","find employee with current and include past employee","","Fri Feb 06 03:36:28 UTC 2026","passed","Fri Feb 06 03:36:39 UTC 2026","","Check List Employe on PIM Module","find employee with current and include past employee",""
"","40160","Validate error when passwords do not match","","Fri Feb 06 03:34:22 UTC 2026","passed","Fri Feb 06 03:35:03 UTC 2026","","Add Employe on PIM Module","Validate error when passwords do not match",""
"","44139","Successfully create login details with enabled status","","Fri Feb 06 03:32:58 UTC 2026","failed","Fri Feb 06 03:33:42 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","47925","Successfully create login details with disabled status","","Fri Feb 06 03:35:29 UTC 2026","passed","Fri Feb 06 03:36:17 UTC 2026","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"","24986","Search employee name without record data","","Fri Feb 06 03:36:47 UTC 2026","passed","Fri Feb 06 03:37:12 UTC 2026","","Check List Employe on PIM Module","Search employee name without record data",""
"","30935","Add a new employee with minimum required fields and a unique manual ID","","Fri Feb 06 03:31:38 UTC 2026","passed","Fri Feb 06 03:32:09 UTC 2026","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"","37136","Add a new employee using only mandatory fields","","Fri Feb 06 03:31:01 UTC 2026","passed","Fri Feb 06 03:31:38 UTC 2026","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4462","Successful login with valid credentials","","Fri Feb 06 03:37:12 UTC 2026","passed","Fri Feb 06 03:37:17 UTC 2026","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"","40052","Successfully create login details with enabled status","","Fri Feb 06 03:33:42 UTC 2026","passed","Fri Feb 06 03:34:22 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3774","Login failed with invalid credential","","Fri Feb 06 03:37:17 UTC 2026","passed","Fri Feb 06 03:37:20 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","24148","Validate error for duplicate Employee ID","","Fri Feb 06 03:32:34 UTC 2026","passed","Fri Feb 06 03:32:58 UTC 2026","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"","7779","Check total data with default pagination","","Fri Feb 06 03:36:39 UTC 2026","passed","Fri Feb 06 03:36:47 UTC 2026","","Check List Employe on PIM Module","Check total data with default pagination",""
