"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","37814","Successfully create login details with disabled status","","2026-06-10","broken","2026-06-10","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"","38010","Successfully create login details with enabled status","","2026-06-10","passed","2026-06-10","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","27273","Add a new employee with minimum required fields and a unique manual ID","","2026-06-10","passed","2026-06-10","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"","42584","Add a new employee using only mandatory fields","","2026-06-10","passed","2026-06-10","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"","48971","Successfully create login details with enabled status","","2026-06-10","failed","2026-06-10","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","7840","find employee with partial name","","2026-06-10","passed","2026-06-10","","Check List Employe on PIM Module","find employee with partial name",""
"","37741","Validate error when passwords do not match","","2026-06-10","passed","2026-06-10","","Add Employe on PIM Module","Validate error when passwords do not match",""
"","22488","Validate error for duplicate Employee ID","","2026-06-10","passed","2026-06-10","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","9309","Login failed with invalid credential","","2026-06-10","passed","2026-06-10","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","8227","find employee with current and include past employee","","2026-06-10","passed","2026-06-10","","Check List Employe on PIM Module","find employee with current and include past employee",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","9951","Successful login with valid credentials","","2026-06-10","passed","2026-06-10","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"","6785","Check total data with default pagination","","2026-06-10","passed","2026-06-10","","Check List Employe on PIM Module","Check total data with default pagination",""
"","23182","Validate error when First Name is empty","","2026-06-10","passed","2026-06-10","","Add Employe on PIM Module","Validate error when First Name is empty",""
"","11240","Search employee name without record data","","2026-06-10","failed","2026-06-10","","Check List Employe on PIM Module","Search employee name without record data",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","5645","Login failed with invalid credential","","2026-06-10","passed","2026-06-10","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","7418","Validate error when photo file size exceeds the limit","","2026-06-10","passed","2026-06-10","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","6772","Login failed with invalid credential","","2026-06-10","passed","2026-06-10","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
