"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23543","Validate error for duplicate Employee ID","","Tue Apr 07 03:50:05 UTC 2026","passed","Tue Apr 07 03:50:29 UTC 2026","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"","40702","Successfully create login details with enabled status","","Tue Apr 07 03:50:29 UTC 2026","failed","Tue Apr 07 03:51:10 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4111","Successful login with valid credentials","","Tue Apr 07 03:54:30 UTC 2026","passed","Tue Apr 07 03:54:34 UTC 2026","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"","38443","Successfully create login details with enabled status","","Tue Apr 07 03:51:10 UTC 2026","passed","Tue Apr 07 03:51:48 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3862","Login failed with invalid credential","","Tue Apr 07 03:54:38 UTC 2026","passed","Tue Apr 07 03:54:42 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","39087","Validate error when passwords do not match","","Tue Apr 07 03:51:48 UTC 2026","passed","Tue Apr 07 03:52:27 UTC 2026","","Add Employe on PIM Module","Validate error when passwords do not match",""
"","23500","Validate error when First Name is empty","","Tue Apr 07 03:49:42 UTC 2026","passed","Tue Apr 07 03:50:05 UTC 2026","","Add Employe on PIM Module","Validate error when First Name is empty",""
"","8162","find employee with current and include past employee","","Tue Apr 07 03:53:52 UTC 2026","passed","Tue Apr 07 03:54:00 UTC 2026","","Check List Employe on PIM Module","find employee with current and include past employee",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3586","Login failed with invalid credential","","Tue Apr 07 03:54:42 UTC 2026","passed","Tue Apr 07 03:54:45 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","6827","Check total data with default pagination","","Tue Apr 07 03:54:00 UTC 2026","passed","Tue Apr 07 03:54:07 UTC 2026","","Check List Employe on PIM Module","Check total data with default pagination",""
"","8201","find employee with partial name","","Tue Apr 07 03:53:44 UTC 2026","passed","Tue Apr 07 03:53:52 UTC 2026","","Check List Employe on PIM Module","find employee with partial name",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3671","Login failed with invalid credential","","Tue Apr 07 03:54:34 UTC 2026","passed","Tue Apr 07 03:54:38 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","31364","Add a new employee using only mandatory fields","","Tue Apr 07 03:48:28 UTC 2026","passed","Tue Apr 07 03:49:00 UTC 2026","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"","23089","Validate error when photo file size exceeds the limit","","Tue Apr 07 03:52:27 UTC 2026","passed","Tue Apr 07 03:52:50 UTC 2026","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
"","53615","Successfully create login details with disabled status","","Tue Apr 07 03:52:50 UTC 2026","broken","Tue Apr 07 03:53:44 UTC 2026","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"","42163","Add a new employee with minimum required fields and a unique manual ID","","Tue Apr 07 03:49:00 UTC 2026","failed","Tue Apr 07 03:49:42 UTC 2026","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"","22794","Search employee name without record data","","Tue Apr 07 03:54:07 UTC 2026","passed","Tue Apr 07 03:54:30 UTC 2026","","Check List Employe on PIM Module","Search employee name without record data",""
