"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","24886","Validate error when First Name is empty","","Fri Mar 06 03:27:26 UTC 2026","passed","Fri Mar 06 03:27:51 UTC 2026","","Add Employe on PIM Module","Validate error when First Name is empty",""
"","26806","Validate error when photo file size exceeds the limit","","Fri Mar 06 03:30:48 UTC 2026","passed","Fri Mar 06 03:31:15 UTC 2026","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
"","32070","Add a new employee with minimum required fields and a unique manual ID","","Fri Mar 06 03:26:54 UTC 2026","passed","Fri Mar 06 03:27:26 UTC 2026","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4566","Successful login with valid credentials","","Fri Mar 06 03:33:05 UTC 2026","passed","Fri Mar 06 03:33:09 UTC 2026","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4526","Login failed with invalid credential","","Fri Mar 06 03:33:15 UTC 2026","passed","Fri Mar 06 03:33:19 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","42686","Validate error when passwords do not match","","Fri Mar 06 03:30:05 UTC 2026","passed","Fri Mar 06 03:30:48 UTC 2026","","Add Employe on PIM Module","Validate error when passwords do not match",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","5330","Login failed with invalid credential","","Fri Mar 06 03:33:09 UTC 2026","passed","Fri Mar 06 03:33:15 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","5984","Login failed with invalid credential","","Fri Mar 06 03:33:19 UTC 2026","passed","Fri Mar 06 03:33:25 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","54402","Successfully create login details with disabled status","","Fri Mar 06 03:31:15 UTC 2026","broken","Fri Mar 06 03:32:09 UTC 2026","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"","35287","Add a new employee using only mandatory fields","","Fri Mar 06 03:26:19 UTC 2026","failed","Fri Mar 06 03:26:54 UTC 2026","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"","9294","find employee with current and include past employee","","Fri Mar 06 03:32:18 UTC 2026","passed","Fri Mar 06 03:32:27 UTC 2026","","Check List Employe on PIM Module","find employee with current and include past employee",""
"","30228","Validate error for duplicate Employee ID","","Fri Mar 06 03:27:51 UTC 2026","passed","Fri Mar 06 03:28:21 UTC 2026","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"","44752","Successfully create login details with enabled status","","Fri Mar 06 03:28:21 UTC 2026","failed","Fri Mar 06 03:29:06 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","23914","Search employee name without record data","","Fri Mar 06 03:32:41 UTC 2026","passed","Fri Mar 06 03:33:05 UTC 2026","","Check List Employe on PIM Module","Search employee name without record data",""
"","59027","Successfully create login details with enabled status","","Fri Mar 06 03:29:06 UTC 2026","passed","Fri Mar 06 03:30:05 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","13886","Check total data with default pagination","","Fri Mar 06 03:32:27 UTC 2026","passed","Fri Mar 06 03:32:41 UTC 2026","","Check List Employe on PIM Module","Check total data with default pagination",""
"","8572","find employee with partial name","","Fri Mar 06 03:32:09 UTC 2026","passed","Fri Mar 06 03:32:18 UTC 2026","","Check List Employe on PIM Module","find employee with partial name",""
