"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30533","Validate error for duplicate Employee ID","","Tue Jan 27 03:06:39 UTC 2026","passed","Tue Jan 27 03:07:09 UTC 2026","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"","7102","find employee with current and include past employee","","Tue Jan 27 03:10:50 UTC 2026","passed","Tue Jan 27 03:10:57 UTC 2026","","Check List Employe on PIM Module","find employee with current and include past employee",""
"","39818","Validate error when passwords do not match","","Tue Jan 27 03:08:31 UTC 2026","passed","Tue Jan 27 03:09:11 UTC 2026","","Add Employe on PIM Module","Validate error when passwords do not match",""
"","36574","Add a new employee using only mandatory fields","","Tue Jan 27 03:05:07 UTC 2026","passed","Tue Jan 27 03:05:44 UTC 2026","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3091","Login failed with invalid credential","","Tue Jan 27 03:11:34 UTC 2026","passed","Tue Jan 27 03:11:37 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","38386","Successfully create login details with enabled status","","Tue Jan 27 03:07:53 UTC 2026","passed","Tue Jan 27 03:08:31 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","23351","Search employee name without record data","","Tue Jan 27 03:11:03 UTC 2026","passed","Tue Jan 27 03:11:27 UTC 2026","","Check List Employe on PIM Module","Search employee name without record data",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3534","Login failed with invalid credential","","Tue Jan 27 03:11:30 UTC 2026","passed","Tue Jan 27 03:11:34 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","43471","Successfully create login details with enabled status","","Tue Jan 27 03:07:09 UTC 2026","failed","Tue Jan 27 03:07:53 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","24402","Validate error when First Name is empty","","Tue Jan 27 03:06:14 UTC 2026","passed","Tue Jan 27 03:06:39 UTC 2026","","Add Employe on PIM Module","Validate error when First Name is empty",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","2930","Login failed with invalid credential","","Tue Jan 27 03:11:37 UTC 2026","passed","Tue Jan 27 03:11:40 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3486","Successful login with valid credentials","","Tue Jan 27 03:11:27 UTC 2026","passed","Tue Jan 27 03:11:30 UTC 2026","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"","5994","Check total data with default pagination","","Tue Jan 27 03:10:57 UTC 2026","passed","Tue Jan 27 03:11:03 UTC 2026","","Check List Employe on PIM Module","Check total data with default pagination",""
"","53660","Successfully create login details with disabled status","","Tue Jan 27 03:09:47 UTC 2026","broken","Tue Jan 27 03:10:41 UTC 2026","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"","9339","find employee with partial name","","Tue Jan 27 03:10:41 UTC 2026","passed","Tue Jan 27 03:10:50 UTC 2026","","Check List Employe on PIM Module","find employee with partial name",""
"","36297","Validate error when photo file size exceeds the limit","","Tue Jan 27 03:09:11 UTC 2026","passed","Tue Jan 27 03:09:47 UTC 2026","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
"","30492","Add a new employee with minimum required fields and a unique manual ID","","Tue Jan 27 03:05:44 UTC 2026","passed","Tue Jan 27 03:06:14 UTC 2026","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
