"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","35853","Add a new employee using only mandatory fields","","2026-08-18","passed","2026-08-18","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"","22980","Search employee name without record data","","2026-08-18","passed","2026-08-18","","Check List Employe on PIM Module","Search employee name without record data",""
"","8087","find employee with current and include past employee","","2026-08-18","passed","2026-08-18","","Check List Employe on PIM Module","find employee with current and include past employee",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4517","Successful login with valid credentials","","2026-08-18","passed","2026-08-18","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"","23617","Validate error when First Name is empty","","2026-08-18","passed","2026-08-18","","Add Employe on PIM Module","Validate error when First Name is empty",""
"","8461","find employee with partial name","","2026-08-18","passed","2026-08-18","","Check List Employe on PIM Module","find employee with partial name",""
"","24417","Add a new employee with minimum required fields and a unique manual ID","","2026-08-18","failed","2026-08-18","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4090","Login failed with invalid credential","","2026-08-18","passed","2026-08-18","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4043","Login failed with invalid credential","","2026-08-18","passed","2026-08-18","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3846","Login failed with invalid credential","","2026-08-18","passed","2026-08-18","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","39802","Successfully create login details with enabled status","","2026-08-18","failed","2026-08-18","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","22913","Validate error for duplicate Employee ID","","2026-08-18","passed","2026-08-18","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"","6479","Check total data with default pagination","","2026-08-18","passed","2026-08-18","","Check List Employe on PIM Module","Check total data with default pagination",""
"","53484","Successfully create login details with disabled status","","2026-08-18","broken","2026-08-18","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"","38242","Validate error when passwords do not match","","2026-08-18","passed","2026-08-18","","Add Employe on PIM Module","Validate error when passwords do not match",""
"","38290","Successfully create login details with enabled status","","2026-08-18","passed","2026-08-18","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","7654","Validate error when photo file size exceeds the limit","","2026-08-18","passed","2026-08-18","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
