"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","44554","Successfully create login details with enabled status","","Mon Jan 19 03:07:36 UTC 2026","passed","Mon Jan 19 03:08:20 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","7465","find employee with current and include past employee","","Mon Jan 19 03:11:20 UTC 2026","passed","Mon Jan 19 03:11:27 UTC 2026","","Check List Employe on PIM Module","find employee with current and include past employee",""
"","23465","Validate error for duplicate Employee ID","","Mon Jan 19 03:07:12 UTC 2026","passed","Mon Jan 19 03:07:36 UTC 2026","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3886","Login failed with invalid credential","","Mon Jan 19 03:12:02 UTC 2026","passed","Mon Jan 19 03:12:06 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3551","Successful login with valid credentials","","Mon Jan 19 03:11:55 UTC 2026","passed","Mon Jan 19 03:11:59 UTC 2026","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"","5589","Check total data with default pagination","","Mon Jan 19 03:11:27 UTC 2026","passed","Mon Jan 19 03:11:33 UTC 2026","","Check List Employe on PIM Module","Check total data with default pagination",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3158","Login failed with invalid credential","","Mon Jan 19 03:11:59 UTC 2026","passed","Mon Jan 19 03:12:02 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","24207","Validate error when First Name is empty","","Mon Jan 19 03:06:48 UTC 2026","passed","Mon Jan 19 03:07:12 UTC 2026","","Add Employe on PIM Module","Validate error when First Name is empty",""
"","34998","Add a new employee using only mandatory fields","","Mon Jan 19 03:05:45 UTC 2026","failed","Mon Jan 19 03:06:20 UTC 2026","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"","22519","Search employee name without record data","","Mon Jan 19 03:11:33 UTC 2026","passed","Mon Jan 19 03:11:55 UTC 2026","","Check List Employe on PIM Module","Search employee name without record data",""
"","57442","Successfully create login details with disabled status","","Mon Jan 19 03:10:14 UTC 2026","broken","Mon Jan 19 03:11:12 UTC 2026","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"","8055","find employee with partial name","","Mon Jan 19 03:11:12 UTC 2026","passed","Mon Jan 19 03:11:20 UTC 2026","","Check List Employe on PIM Module","find employee with partial name",""
"","23569","Validate error when photo file size exceeds the limit","","Mon Jan 19 03:09:51 UTC 2026","passed","Mon Jan 19 03:10:14 UTC 2026","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
"","51652","Validate error when passwords do not match","","Mon Jan 19 03:08:59 UTC 2026","passed","Mon Jan 19 03:09:51 UTC 2026","","Add Employe on PIM Module","Validate error when passwords do not match",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4048","Login failed with invalid credential","","Mon Jan 19 03:12:06 UTC 2026","passed","Mon Jan 19 03:12:10 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","27952","Add a new employee with minimum required fields and a unique manual ID","","Mon Jan 19 03:06:20 UTC 2026","passed","Mon Jan 19 03:06:48 UTC 2026","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"","38494","Successfully create login details with enabled status","","Mon Jan 19 03:08:20 UTC 2026","passed","Mon Jan 19 03:08:59 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
