"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23690","Validate error when First Name is empty","","Thu Apr 16 04:15:11 UTC 2026","passed","Thu Apr 16 04:15:34 UTC 2026","","Add Employe on PIM Module","Validate error when First Name is empty",""
"","53215","Successfully create login details with disabled status","","Thu Apr 16 04:17:48 UTC 2026","broken","Thu Apr 16 04:18:42 UTC 2026","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"","13671","find employee with current and include past employee","","Thu Apr 16 04:18:55 UTC 2026","passed","Thu Apr 16 04:19:09 UTC 2026","","Check List Employe on PIM Module","find employee with current and include past employee",""
"","7438","Validate error when photo file size exceeds the limit","","Thu Apr 16 04:17:41 UTC 2026","passed","Thu Apr 16 04:17:48 UTC 2026","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
"","23458","Search employee name without record data","","Thu Apr 16 04:19:23 UTC 2026","passed","Thu Apr 16 04:19:47 UTC 2026","","Check List Employe on PIM Module","Search employee name without record data",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3747","Login failed with invalid credential","","Thu Apr 16 04:19:58 UTC 2026","passed","Thu Apr 16 04:20:02 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","22713","Validate error for duplicate Employee ID","","Thu Apr 16 04:15:34 UTC 2026","passed","Thu Apr 16 04:15:57 UTC 2026","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"","38146","Validate error when passwords do not match","","Thu Apr 16 04:17:03 UTC 2026","passed","Thu Apr 16 04:17:41 UTC 2026","","Add Employe on PIM Module","Validate error when passwords do not match",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4217","Successful login with valid credentials","","Thu Apr 16 04:19:47 UTC 2026","passed","Thu Apr 16 04:19:51 UTC 2026","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3850","Login failed with invalid credential","","Thu Apr 16 04:19:55 UTC 2026","passed","Thu Apr 16 04:19:58 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","14202","Check total data with default pagination","","Thu Apr 16 04:19:09 UTC 2026","passed","Thu Apr 16 04:19:23 UTC 2026","","Check List Employe on PIM Module","Check total data with default pagination",""
"","27154","Add a new employee with minimum required fields and a unique manual ID","","Thu Apr 16 04:14:44 UTC 2026","passed","Thu Apr 16 04:15:11 UTC 2026","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"","43203","Successfully create login details with enabled status","","Thu Apr 16 04:15:57 UTC 2026","passed","Thu Apr 16 04:16:40 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3786","Login failed with invalid credential","","Thu Apr 16 04:19:51 UTC 2026","passed","Thu Apr 16 04:19:55 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","13519","find employee with partial name","","Thu Apr 16 04:18:42 UTC 2026","passed","Thu Apr 16 04:18:55 UTC 2026","","Check List Employe on PIM Module","find employee with partial name",""
"","22528","Successfully create login details with enabled status","","Thu Apr 16 04:16:40 UTC 2026","passed","Thu Apr 16 04:17:03 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","28473","Add a new employee using only mandatory fields","","Thu Apr 16 04:14:15 UTC 2026","passed","Thu Apr 16 04:14:44 UTC 2026","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
