"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22917","Validate error when photo file size exceeds the limit","","2026-08-25","passed","2026-08-25","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
"","24142","Add a new employee with minimum required fields and a unique manual ID","","2026-08-25","failed","2026-08-25","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"","37966","Successfully create login details with enabled status","","2026-08-25","passed","2026-08-25","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","28354","Add a new employee using only mandatory fields","","2026-08-25","passed","2026-08-25","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"","7839","find employee with current and include past employee","","2026-08-25","passed","2026-08-25","","Check List Employe on PIM Module","find employee with current and include past employee",""
"","43841","Successfully create login details with enabled status","","2026-08-25","failed","2026-08-25","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","53225","Successfully create login details with disabled status","","2026-08-25","broken","2026-08-25","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"","6092","Check total data with default pagination","","2026-08-25","passed","2026-08-25","","Check List Employe on PIM Module","Check total data with default pagination",""
"","8263","find employee with partial name","","2026-08-25","passed","2026-08-25","","Check List Employe on PIM Module","find employee with partial name",""
"","37849","Validate error when passwords do not match","","2026-08-25","passed","2026-08-25","","Add Employe on PIM Module","Validate error when passwords do not match",""
"","22989","Search employee name without record data","","2026-08-25","passed","2026-08-25","","Check List Employe on PIM Module","Search employee name without record data",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4370","Successful login with valid credentials","","2026-08-25","passed","2026-08-25","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4064","Login failed with invalid credential","","2026-08-25","passed","2026-08-25","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3992","Login failed with invalid credential","","2026-08-25","passed","2026-08-25","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","26189","Validate error for duplicate Employee ID","","2026-08-25","passed","2026-08-25","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"","23524","Validate error when First Name is empty","","2026-08-25","passed","2026-08-25","","Add Employe on PIM Module","Validate error when First Name is empty",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4236","Login failed with invalid credential","","2026-08-25","passed","2026-08-25","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
