"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8410","Check total data with default pagination","","Wed Jan 28 03:08:06 UTC 2026","passed","Wed Jan 28 03:08:14 UTC 2026","","Check List Employe on PIM Module","Check total data with default pagination",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","5923","Login failed with invalid credential","","Wed Jan 28 03:08:49 UTC 2026","passed","Wed Jan 28 03:08:55 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","8161","find employee with current and include past employee","","Wed Jan 28 03:07:58 UTC 2026","passed","Wed Jan 28 03:08:06 UTC 2026","","Check List Employe on PIM Module","find employee with current and include past employee",""
"","26213","Validate error when First Name is empty","","Wed Jan 28 03:03:35 UTC 2026","passed","Wed Jan 28 03:04:02 UTC 2026","","Add Employe on PIM Module","Validate error when First Name is empty",""
"","29268","Add a new employee with minimum required fields and a unique manual ID","","Wed Jan 28 03:03:06 UTC 2026","passed","Wed Jan 28 03:03:35 UTC 2026","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"","23870","Validate error when photo file size exceeds the limit","","Wed Jan 28 03:06:31 UTC 2026","passed","Wed Jan 28 03:06:55 UTC 2026","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
"","39586","Validate error when passwords do not match","","Wed Jan 28 03:05:51 UTC 2026","passed","Wed Jan 28 03:06:31 UTC 2026","","Add Employe on PIM Module","Validate error when passwords do not match",""
"","23138","Search employee name without record data","","Wed Jan 28 03:08:14 UTC 2026","passed","Wed Jan 28 03:08:38 UTC 2026","","Check List Employe on PIM Module","Search employee name without record data",""
"","54254","Successfully create login details with disabled status","","Wed Jan 28 03:06:55 UTC 2026","broken","Wed Jan 28 03:07:49 UTC 2026","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"","40022","Successfully create login details with enabled status","","Wed Jan 28 03:05:11 UTC 2026","passed","Wed Jan 28 03:05:51 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","5601","Login failed with invalid credential","","Wed Jan 28 03:08:44 UTC 2026","passed","Wed Jan 28 03:08:49 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","6176","Successful login with valid credentials","","Wed Jan 28 03:08:38 UTC 2026","passed","Wed Jan 28 03:08:44 UTC 2026","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"","41379","Add a new employee using only mandatory fields","","Wed Jan 28 03:02:25 UTC 2026","passed","Wed Jan 28 03:03:06 UTC 2026","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"","23540","Validate error for duplicate Employee ID","","Wed Jan 28 03:04:02 UTC 2026","passed","Wed Jan 28 03:04:25 UTC 2026","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"","9020","find employee with partial name","","Wed Jan 28 03:07:49 UTC 2026","passed","Wed Jan 28 03:07:58 UTC 2026","","Check List Employe on PIM Module","find employee with partial name",""
"","46007","Successfully create login details with enabled status","","Wed Jan 28 03:04:25 UTC 2026","passed","Wed Jan 28 03:05:11 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","5831","Login failed with invalid credential","","Wed Jan 28 03:08:55 UTC 2026","passed","Wed Jan 28 03:09:01 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
