"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","5152","Login failed with invalid credential","","Fri Jan 30 03:34:15 UTC 2026","passed","Fri Jan 30 03:34:20 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","41199","Successfully create login details with enabled status","","Fri Jan 30 03:30:11 UTC 2026","passed","Fri Jan 30 03:30:52 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","8173","Check total data with default pagination","","Fri Jan 30 03:33:29 UTC 2026","passed","Fri Jan 30 03:33:37 UTC 2026","","Check List Employe on PIM Module","Check total data with default pagination",""
"","24468","Validate error when First Name is empty","","Fri Jan 30 03:28:08 UTC 2026","passed","Fri Jan 30 03:28:33 UTC 2026","","Add Employe on PIM Module","Validate error when First Name is empty",""
"","23759","Search employee name without record data","","Fri Jan 30 03:33:37 UTC 2026","passed","Fri Jan 30 03:34:01 UTC 2026","","Check List Employe on PIM Module","Search employee name without record data",""
"","63586","Successfully create login details with enabled status","","Fri Jan 30 03:29:07 UTC 2026","failed","Fri Jan 30 03:30:11 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","5042","Successful login with valid credentials","","Fri Jan 30 03:34:01 UTC 2026","passed","Fri Jan 30 03:34:06 UTC 2026","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4137","Login failed with invalid credential","","Fri Jan 30 03:34:06 UTC 2026","passed","Fri Jan 30 03:34:10 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","37479","Add a new employee with minimum required fields and a unique manual ID","","Fri Jan 30 03:27:31 UTC 2026","passed","Fri Jan 30 03:28:08 UTC 2026","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"","9947","find employee with partial name","","Fri Jan 30 03:33:04 UTC 2026","passed","Fri Jan 30 03:33:14 UTC 2026","","Check List Employe on PIM Module","find employee with partial name",""
"","15199","find employee with current and include past employee","","Fri Jan 30 03:33:14 UTC 2026","passed","Fri Jan 30 03:33:29 UTC 2026","","Check List Employe on PIM Module","find employee with current and include past employee",""
"","56895","Successfully create login details with disabled status","","Fri Jan 30 03:32:07 UTC 2026","passed","Fri Jan 30 03:33:04 UTC 2026","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"","34484","Validate error for duplicate Employee ID","","Fri Jan 30 03:28:33 UTC 2026","passed","Fri Jan 30 03:29:07 UTC 2026","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"","36216","Add a new employee using only mandatory fields","","Fri Jan 30 03:26:54 UTC 2026","passed","Fri Jan 30 03:27:31 UTC 2026","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4565","Login failed with invalid credential","","Fri Jan 30 03:34:10 UTC 2026","passed","Fri Jan 30 03:34:15 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","33494","Validate error when photo file size exceeds the limit","","Fri Jan 30 03:31:33 UTC 2026","passed","Fri Jan 30 03:32:07 UTC 2026","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
"","41527","Validate error when passwords do not match","","Fri Jan 30 03:30:52 UTC 2026","passed","Fri Jan 30 03:31:33 UTC 2026","","Add Employe on PIM Module","Validate error when passwords do not match",""
