"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8838","find employee with current and include past employee","","Mon Apr 06 04:04:05 UTC 2026","passed","Mon Apr 06 04:04:14 UTC 2026","","Check List Employe on PIM Module","find employee with current and include past employee",""
"","23555","Search employee name without record data","","Mon Apr 06 04:04:22 UTC 2026","passed","Mon Apr 06 04:04:46 UTC 2026","","Check List Employe on PIM Module","Search employee name without record data",""
"","38943","Validate error when passwords do not match","","Mon Apr 06 04:01:58 UTC 2026","passed","Mon Apr 06 04:02:37 UTC 2026","","Add Employe on PIM Module","Validate error when passwords do not match",""
"","24222","Validate error when First Name is empty","","Mon Apr 06 03:59:39 UTC 2026","passed","Mon Apr 06 04:00:04 UTC 2026","","Add Employe on PIM Module","Validate error when First Name is empty",""
"","24100","Validate error when photo file size exceeds the limit","","Mon Apr 06 04:02:37 UTC 2026","passed","Mon Apr 06 04:03:02 UTC 2026","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4781","Successful login with valid credentials","","Mon Apr 06 04:04:46 UTC 2026","passed","Mon Apr 06 04:04:50 UTC 2026","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"","9188","find employee with partial name","","Mon Apr 06 04:03:56 UTC 2026","passed","Mon Apr 06 04:04:05 UTC 2026","","Check List Employe on PIM Module","find employee with partial name",""
"","31288","Validate error for duplicate Employee ID","","Mon Apr 06 04:00:04 UTC 2026","broken","Mon Apr 06 04:00:35 UTC 2026","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4410","Login failed with invalid credential","","Mon Apr 06 04:04:55 UTC 2026","passed","Mon Apr 06 04:04:59 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4670","Login failed with invalid credential","","Mon Apr 06 04:04:59 UTC 2026","passed","Mon Apr 06 04:05:04 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","54348","Successfully create login details with disabled status","","Mon Apr 06 04:03:02 UTC 2026","broken","Mon Apr 06 04:03:56 UTC 2026","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"","38839","Successfully create login details with enabled status","","Mon Apr 06 04:01:20 UTC 2026","passed","Mon Apr 06 04:01:58 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","8187","Check total data with default pagination","","Mon Apr 06 04:04:14 UTC 2026","passed","Mon Apr 06 04:04:22 UTC 2026","","Check List Employe on PIM Module","Check total data with default pagination",""
"","38123","Add a new employee using only mandatory fields","","Mon Apr 06 03:58:24 UTC 2026","passed","Mon Apr 06 03:59:02 UTC 2026","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"","44773","Successfully create login details with enabled status","","Mon Apr 06 04:00:35 UTC 2026","passed","Mon Apr 06 04:01:20 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","36826","Add a new employee with minimum required fields and a unique manual ID","","Mon Apr 06 03:59:02 UTC 2026","passed","Mon Apr 06 03:59:39 UTC 2026","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4413","Login failed with invalid credential","","Mon Apr 06 04:04:50 UTC 2026","passed","Mon Apr 06 04:04:55 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
