"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9854","find employee with current and include past employee","","Tue Feb 24 03:40:52 UTC 2026","passed","Tue Feb 24 03:41:02 UTC 2026","","Check List Employe on PIM Module","find employee with current and include past employee",""
"","24142","Validate error when First Name is empty","","Tue Feb 24 03:36:12 UTC 2026","passed","Tue Feb 24 03:36:36 UTC 2026","","Add Employe on PIM Module","Validate error when First Name is empty",""
"","42512","Validate error when photo file size exceeds the limit","","Tue Feb 24 03:39:06 UTC 2026","passed","Tue Feb 24 03:39:48 UTC 2026","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
"","39498","Validate error when passwords do not match","","Tue Feb 24 03:38:26 UTC 2026","passed","Tue Feb 24 03:39:06 UTC 2026","","Add Employe on PIM Module","Validate error when passwords do not match",""
"","39965","Successfully create login details with enabled status","","Tue Feb 24 03:37:46 UTC 2026","passed","Tue Feb 24 03:38:26 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3121","Login failed with invalid credential","","Tue Feb 24 03:41:40 UTC 2026","passed","Tue Feb 24 03:41:43 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","23685","Search employee name without record data","","Tue Feb 24 03:41:09 UTC 2026","passed","Tue Feb 24 03:41:33 UTC 2026","","Check List Employe on PIM Module","Search employee name without record data",""
"","36382","Add a new employee using only mandatory fields","","Tue Feb 24 03:35:04 UTC 2026","failed","Tue Feb 24 03:35:40 UTC 2026","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"","54311","Successfully create login details with disabled status","","Tue Feb 24 03:39:48 UTC 2026","broken","Tue Feb 24 03:40:43 UTC 2026","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4403","Successful login with valid credentials","","Tue Feb 24 03:41:33 UTC 2026","passed","Tue Feb 24 03:41:37 UTC 2026","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3298","Login failed with invalid credential","","Tue Feb 24 03:41:43 UTC 2026","passed","Tue Feb 24 03:41:47 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","31289","Add a new employee with minimum required fields and a unique manual ID","","Tue Feb 24 03:35:41 UTC 2026","passed","Tue Feb 24 03:36:12 UTC 2026","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3239","Login failed with invalid credential","","Tue Feb 24 03:41:37 UTC 2026","passed","Tue Feb 24 03:41:40 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","25162","Validate error for duplicate Employee ID","","Tue Feb 24 03:36:36 UTC 2026","passed","Tue Feb 24 03:37:01 UTC 2026","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"","9074","find employee with partial name","","Tue Feb 24 03:40:43 UTC 2026","passed","Tue Feb 24 03:40:52 UTC 2026","","Check List Employe on PIM Module","find employee with partial name",""
"","7324","Check total data with default pagination","","Tue Feb 24 03:41:02 UTC 2026","passed","Tue Feb 24 03:41:09 UTC 2026","","Check List Employe on PIM Module","Check total data with default pagination",""
"","45143","Successfully create login details with enabled status","","Tue Feb 24 03:37:01 UTC 2026","passed","Tue Feb 24 03:37:46 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
