"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","67036","Successfully create login details with enabled status","","2026-08-31","passed","2026-08-31","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","8312","find employee with partial name","","2026-08-31","passed","2026-08-31","","Check List Employe on PIM Module","find employee with partial name",""
"","45698","Successfully create login details with disabled status","","2026-08-31","passed","2026-08-31","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"","26495","Search employee name without record data","","2026-08-31","passed","2026-08-31","","Check List Employe on PIM Module","Search employee name without record data",""
"","10515","find employee with current and include past employee","","2026-08-31","passed","2026-08-31","","Check List Employe on PIM Module","find employee with current and include past employee",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4074","Login failed with invalid credential","","2026-08-31","passed","2026-08-31","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","43520","Validate error when passwords do not match","","2026-08-31","passed","2026-08-31","","Add Employe on PIM Module","Validate error when passwords do not match",""
"","6136","Check total data with default pagination","","2026-08-31","passed","2026-08-31","","Check List Employe on PIM Module","Check total data with default pagination",""
"","11641","Add a new employee with minimum required fields and a unique manual ID","","2026-08-31","passed","2026-08-31","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"","52468","Successfully create login details with enabled status","","2026-08-31","passed","2026-08-31","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4027","Successful login with valid credentials","","2026-08-31","passed","2026-08-31","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"","37615","Validate error for duplicate Employee ID","","2026-08-31","passed","2026-08-31","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"","31812","Add a new employee using only mandatory fields","","2026-08-31","failed","2026-08-31","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"","23260","Validate error when First Name is empty","","2026-08-31","passed","2026-08-31","","Add Employe on PIM Module","Validate error when First Name is empty",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3531","Login failed with invalid credential","","2026-08-31","passed","2026-08-31","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4448","Login failed with invalid credential","","2026-08-31","passed","2026-08-31","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","7876","Validate error when photo file size exceeds the limit","","2026-08-31","passed","2026-08-31","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
