"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","73667","Successfully create login details with enabled status","","2026-09-10","passed","2026-09-10","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","9044","Check total data with default pagination","","2026-09-10","passed","2026-09-10","","Check List Employe on PIM Module","Check total data with default pagination",""
"","8859","find employee with current and include past employee","","2026-09-10","passed","2026-09-10","","Check List Employe on PIM Module","find employee with current and include past employee",""
"","48089","Validate error for duplicate Employee ID","","2026-09-10","passed","2026-09-10","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"","40058","Successfully create login details with enabled status","","2026-09-10","passed","2026-09-10","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","5190","Login failed with invalid credential","","2026-09-10","passed","2026-09-10","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","28450","Validate error when photo file size exceeds the limit","","2026-09-10","passed","2026-09-10","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
"","13588","find employee with partial name","","2026-09-10","passed","2026-09-10","","Check List Employe on PIM Module","find employee with partial name",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","6354","Successful login with valid credentials","","2026-09-10","passed","2026-09-10","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"","26638","Validate error when First Name is empty","","2026-09-10","passed","2026-09-10","","Add Employe on PIM Module","Validate error when First Name is empty",""
"","47667","Add a new employee using only mandatory fields","","2026-09-10","passed","2026-09-10","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"","30419","Search employee name without record data","","2026-09-10","passed","2026-09-10","","Check List Employe on PIM Module","Search employee name without record data",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4249","Login failed with invalid credential","","2026-09-10","passed","2026-09-10","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","31200","Add a new employee with minimum required fields and a unique manual ID","","2026-09-10","passed","2026-09-10","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"","64027","Successfully create login details with disabled status","","2026-09-10","broken","2026-09-10","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"","25000","Validate error when passwords do not match","","2026-09-10","passed","2026-09-10","","Add Employe on PIM Module","Validate error when passwords do not match",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4516","Login failed with invalid credential","","2026-09-10","passed","2026-09-10","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
