"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8575","find employee with partial name","","Thu Mar 19 03:44:31 UTC 2026","passed","Thu Mar 19 03:44:40 UTC 2026","","Check List Employe on PIM Module","find employee with partial name",""
"","23831","Validate error when First Name is empty","","Thu Mar 19 03:40:28 UTC 2026","passed","Thu Mar 19 03:40:52 UTC 2026","","Add Employe on PIM Module","Validate error when First Name is empty",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3484","Login failed with invalid credential","","Thu Mar 19 03:45:25 UTC 2026","passed","Thu Mar 19 03:45:29 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","28341","Add a new employee with minimum required fields and a unique manual ID","","Thu Mar 19 03:40:00 UTC 2026","passed","Thu Mar 19 03:40:28 UTC 2026","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"","22760","Search employee name without record data","","Thu Mar 19 03:44:55 UTC 2026","passed","Thu Mar 19 03:45:18 UTC 2026","","Check List Employe on PIM Module","Search employee name without record data",""
"","40975","Successfully create login details with enabled status","","Thu Mar 19 03:41:15 UTC 2026","failed","Thu Mar 19 03:41:56 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","38584","Validate error when passwords do not match","","Thu Mar 19 03:42:35 UTC 2026","passed","Thu Mar 19 03:43:13 UTC 2026","","Add Employe on PIM Module","Validate error when passwords do not match",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3492","Login failed with invalid credential","","Thu Mar 19 03:45:29 UTC 2026","passed","Thu Mar 19 03:45:32 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","34583","Add a new employee using only mandatory fields","","Thu Mar 19 03:39:25 UTC 2026","passed","Thu Mar 19 03:40:00 UTC 2026","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"","53931","Successfully create login details with disabled status","","Thu Mar 19 03:43:38 UTC 2026","broken","Thu Mar 19 03:44:31 UTC 2026","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"","23177","Validate error for duplicate Employee ID","","Thu Mar 19 03:40:52 UTC 2026","passed","Thu Mar 19 03:41:15 UTC 2026","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4059","Successful login with valid credentials","","Thu Mar 19 03:45:18 UTC 2026","passed","Thu Mar 19 03:45:22 UTC 2026","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"","24126","Validate error when photo file size exceeds the limit","","Thu Mar 19 03:43:13 UTC 2026","passed","Thu Mar 19 03:43:38 UTC 2026","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
"","7963","find employee with current and include past employee","","Thu Mar 19 03:44:40 UTC 2026","passed","Thu Mar 19 03:44:48 UTC 2026","","Check List Employe on PIM Module","find employee with current and include past employee",""
"","7016","Check total data with default pagination","","Thu Mar 19 03:44:48 UTC 2026","passed","Thu Mar 19 03:44:55 UTC 2026","","Check List Employe on PIM Module","Check total data with default pagination",""
"","38920","Successfully create login details with enabled status","","Thu Mar 19 03:41:56 UTC 2026","passed","Thu Mar 19 03:42:35 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3304","Login failed with invalid credential","","Thu Mar 19 03:45:22 UTC 2026","passed","Thu Mar 19 03:45:25 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
