"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3983","Successful login with valid credentials","","2026-08-11","passed","2026-08-11","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"","33965","Add a new employee using only mandatory fields","","2026-08-11","passed","2026-08-11","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3917","Login failed with invalid credential","","2026-08-11","passed","2026-08-11","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","22542","Validate error for duplicate Employee ID","","2026-08-11","passed","2026-08-11","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"","26485","Search employee name without record data","","2026-08-11","passed","2026-08-11","","Check List Employe on PIM Module","Search employee name without record data",""
"","39931","Successfully create login details with enabled status","","2026-08-11","failed","2026-08-11","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","53375","Successfully create login details with disabled status","","2026-08-11","broken","2026-08-11","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"","37688","Successfully create login details with enabled status","","2026-08-11","passed","2026-08-11","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","23070","Validate error when First Name is empty","","2026-08-11","passed","2026-08-11","","Add Employe on PIM Module","Validate error when First Name is empty",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3809","Login failed with invalid credential","","2026-08-11","passed","2026-08-11","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","37575","Validate error when passwords do not match","","2026-08-11","passed","2026-08-11","","Add Employe on PIM Module","Validate error when passwords do not match",""
"","7720","find employee with current and include past employee","","2026-08-11","passed","2026-08-11","","Check List Employe on PIM Module","find employee with current and include past employee",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3721","Login failed with invalid credential","","2026-08-11","passed","2026-08-11","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","11888","Check total data with default pagination","","2026-08-11","passed","2026-08-11","","Check List Employe on PIM Module","Check total data with default pagination",""
"","23141","Validate error when photo file size exceeds the limit","","2026-08-11","passed","2026-08-11","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
"","8099","find employee with partial name","","2026-08-11","passed","2026-08-11","","Check List Employe on PIM Module","find employee with partial name",""
"","26999","Add a new employee with minimum required fields and a unique manual ID","","2026-08-11","passed","2026-08-11","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
