"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","50322","Validate error for duplicate Employee ID","","Sun Jan 18 10:58:24 UTC 2026","broken","Sun Jan 18 10:59:15 UTC 2026","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"","49983","Add a new employee with minimum required fields and a unique manual ID","","Sun Jan 18 10:56:44 UTC 2026","broken","Sun Jan 18 10:57:34 UTC 2026","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"","59107","Successfully create login details with enabled status","","Sun Jan 18 10:59:15 UTC 2026","broken","Sun Jan 18 11:00:14 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","20206","find employee with partial name","","Sun Jan 18 11:03:34 UTC 2026","broken","Sun Jan 18 11:03:54 UTC 2026","","Check List Employe on PIM Module","find employee with partial name",""
"","59706","Add a new employee using only mandatory fields","","Sun Jan 18 10:55:44 UTC 2026","broken","Sun Jan 18 10:56:44 UTC 2026","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"","49756","Successfully create login details with enabled status","","Sun Jan 18 11:00:14 UTC 2026","broken","Sun Jan 18 11:01:03 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","2579","Login failed with invalid credential","","Sun Jan 18 11:05:03 UTC 2026","passed","Sun Jan 18 11:05:06 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","49858","Validate error when passwords do not match","","Sun Jan 18 11:01:03 UTC 2026","broken","Sun Jan 18 11:01:53 UTC 2026","","Add Employe on PIM Module","Validate error when passwords do not match",""
"","50689","Successfully create login details with disabled status","","Sun Jan 18 11:02:43 UTC 2026","broken","Sun Jan 18 11:03:34 UTC 2026","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","2569","Login failed with invalid credential","","Sun Jan 18 11:05:09 UTC 2026","passed","Sun Jan 18 11:05:11 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","20407","find employee with current and include past employee","","Sun Jan 18 11:03:54 UTC 2026","broken","Sun Jan 18 11:04:15 UTC 2026","","Check List Employe on PIM Module","find employee with current and include past employee",""
"","50069","Validate error when First Name is empty","","Sun Jan 18 10:57:34 UTC 2026","broken","Sun Jan 18 10:58:24 UTC 2026","","Add Employe on PIM Module","Validate error when First Name is empty",""
"","50126","Validate error when photo file size exceeds the limit","","Sun Jan 18 11:01:53 UTC 2026","broken","Sun Jan 18 11:02:43 UTC 2026","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","2502","Login failed with invalid credential","","Sun Jan 18 11:05:06 UTC 2026","passed","Sun Jan 18 11:05:09 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3104","Successful login with valid credentials","","Sun Jan 18 11:05:00 UTC 2026","passed","Sun Jan 18 11:05:03 UTC 2026","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"","21263","Search employee name without record data","","Sun Jan 18 11:04:39 UTC 2026","broken","Sun Jan 18 11:05:00 UTC 2026","","Check List Employe on PIM Module","Search employee name without record data",""
"","24226","Check total data with default pagination","","Sun Jan 18 11:04:15 UTC 2026","failed","Sun Jan 18 11:04:39 UTC 2026","","Check List Employe on PIM Module","Check total data with default pagination",""
