"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15961","Check total data with default pagination","","Mon Mar 23 03:49:46 UTC 2026","passed","Mon Mar 23 03:50:02 UTC 2026","","Check List Employe on PIM Module","Check total data with default pagination",""
"","54985","Validate error for duplicate Employee ID","","Mon Mar 23 03:44:23 UTC 2026","broken","Mon Mar 23 03:45:18 UTC 2026","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"","39322","Validate error when passwords do not match","","Mon Mar 23 03:46:39 UTC 2026","passed","Mon Mar 23 03:47:18 UTC 2026","","Add Employe on PIM Module","Validate error when passwords do not match",""
"","28610","Add a new employee with minimum required fields and a unique manual ID","","Mon Mar 23 03:43:28 UTC 2026","passed","Mon Mar 23 03:43:57 UTC 2026","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"","41966","Successfully create login details with enabled status","","Mon Mar 23 03:45:18 UTC 2026","failed","Mon Mar 23 03:46:00 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","58039","find employee with partial name","","Mon Mar 23 03:48:36 UTC 2026","passed","Mon Mar 23 03:49:34 UTC 2026","","Check List Employe on PIM Module","find employee with partial name",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","2960","Login failed with invalid credential","","Mon Mar 23 03:50:30 UTC 2026","passed","Mon Mar 23 03:50:33 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","53953","Successfully create login details with disabled status","","Mon Mar 23 03:47:42 UTC 2026","broken","Mon Mar 23 03:48:36 UTC 2026","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","5973","Successful login with valid credentials","","Mon Mar 23 03:50:18 UTC 2026","passed","Mon Mar 23 03:50:24 UTC 2026","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"","26140","Validate error when First Name is empty","","Mon Mar 23 03:43:57 UTC 2026","passed","Mon Mar 23 03:44:23 UTC 2026","","Add Employe on PIM Module","Validate error when First Name is empty",""
"","16240","Search employee name without record data","","Mon Mar 23 03:50:02 UTC 2026","failed","Mon Mar 23 03:50:18 UTC 2026","","Check List Employe on PIM Module","Search employee name without record data",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","2897","Login failed with invalid credential","","Mon Mar 23 03:50:27 UTC 2026","passed","Mon Mar 23 03:50:30 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3173","Login failed with invalid credential","","Mon Mar 23 03:50:24 UTC 2026","passed","Mon Mar 23 03:50:27 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","32093","Add a new employee using only mandatory fields","","Mon Mar 23 03:42:56 UTC 2026","failed","Mon Mar 23 03:43:28 UTC 2026","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"","38945","Successfully create login details with enabled status","","Mon Mar 23 03:46:00 UTC 2026","passed","Mon Mar 23 03:46:39 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","11946","find employee with current and include past employee","","Mon Mar 23 03:49:34 UTC 2026","passed","Mon Mar 23 03:49:46 UTC 2026","","Check List Employe on PIM Module","find employee with current and include past employee",""
"","23187","Validate error when photo file size exceeds the limit","","Mon Mar 23 03:47:18 UTC 2026","passed","Mon Mar 23 03:47:42 UTC 2026","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
