"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","74989","Validate error when First Name is empty","","2026-07-20","broken","2026-07-20","","Add Employe on PIM Module","Validate error when First Name is empty",""
"","35618","Successfully create login details with disabled status","","2026-07-20","broken","2026-07-20","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","42150","Successful login with valid credentials","","2026-07-20","broken","2026-07-20","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"","74849","Add a new employee with minimum required fields and a unique manual ID","","2026-07-20","broken","2026-07-20","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"","34525","find employee with partial name","","2026-07-20","broken","2026-07-20","","Check List Employe on PIM Module","find employee with partial name",""
"","38360","Validate error when passwords do not match","","2026-07-20","broken","2026-07-20","","Add Employe on PIM Module","Validate error when passwords do not match",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","36938","Login failed with invalid credential","","2026-07-20","passed","2026-07-20","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","75616","Check total data with default pagination","","2026-07-20","passed","2026-07-20","","Check List Employe on PIM Module","Check total data with default pagination",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","34302","Login failed with invalid credential","","2026-07-20","passed","2026-07-20","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","32140","find employee with current and include past employee","","2026-07-20","broken","2026-07-20","","Check List Employe on PIM Module","find employee with current and include past employee",""
"","79634","Add a new employee using only mandatory fields","","2026-07-20","broken","2026-07-20","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"","138408","Successfully create login details with enabled status","","2026-07-20","passed","2026-07-20","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","37005","Login failed with invalid credential","","2026-07-20","broken","2026-07-20","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","45443","Validate error when photo file size exceeds the limit","","2026-07-20","broken","2026-07-20","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
"","63827","Search employee name without record data","","2026-07-20","failed","2026-07-20","","Check List Employe on PIM Module","Search employee name without record data",""
"","89919","Successfully create login details with enabled status","","2026-07-20","broken","2026-07-20","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","79571","Validate error for duplicate Employee ID","","2026-07-20","broken","2026-07-20","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
