"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10101","find employee with partial name","","Wed May 06 04:38:11 UTC 2026","passed","Wed May 06 04:38:21 UTC 2026","","Check List Employe on PIM Module","find employee with partial name",""
"","8937","find employee with current and include past employee","","Wed May 06 04:38:21 UTC 2026","passed","Wed May 06 04:38:30 UTC 2026","","Check List Employe on PIM Module","find employee with current and include past employee",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","9211","Login failed with invalid credential","","Wed May 06 04:39:24 UTC 2026","passed","Wed May 06 04:39:34 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","39038","Successfully create login details with enabled status","","Wed May 06 04:35:47 UTC 2026","passed","Wed May 06 04:36:26 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","28237","Add a new employee with minimum required fields and a unique manual ID","","Wed May 06 04:33:46 UTC 2026","passed","Wed May 06 04:34:14 UTC 2026","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"","7471","Check total data with default pagination","","Wed May 06 04:38:30 UTC 2026","passed","Wed May 06 04:38:38 UTC 2026","","Check List Employe on PIM Module","Check total data with default pagination",""
"","24543","Validate error when First Name is empty","","Wed May 06 04:34:14 UTC 2026","passed","Wed May 06 04:34:38 UTC 2026","","Add Employe on PIM Module","Validate error when First Name is empty",""
"","14250","Search employee name without record data","","Wed May 06 04:38:38 UTC 2026","failed","Wed May 06 04:38:52 UTC 2026","","Check List Employe on PIM Module","Search employee name without record data",""
"","11544","Validate error when photo file size exceeds the limit","","Wed May 06 04:37:05 UTC 2026","passed","Wed May 06 04:37:16 UTC 2026","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","8700","Login failed with invalid credential","","Wed May 06 04:39:05 UTC 2026","passed","Wed May 06 04:39:14 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","44484","Successfully create login details with enabled status","","Wed May 06 04:35:02 UTC 2026","passed","Wed May 06 04:35:47 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","39303","Validate error when passwords do not match","","Wed May 06 04:36:26 UTC 2026","passed","Wed May 06 04:37:05 UTC 2026","","Add Employe on PIM Module","Validate error when passwords do not match",""
"","23701","Validate error for duplicate Employee ID","","Wed May 06 04:34:38 UTC 2026","passed","Wed May 06 04:35:02 UTC 2026","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","13286","Successful login with valid credentials","","Wed May 06 04:38:52 UTC 2026","passed","Wed May 06 04:39:05 UTC 2026","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"","54800","Successfully create login details with disabled status","","Wed May 06 04:37:16 UTC 2026","broken","Wed May 06 04:38:11 UTC 2026","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"","34257","Add a new employee using only mandatory fields","","Wed May 06 04:33:11 UTC 2026","passed","Wed May 06 04:33:45 UTC 2026","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","10283","Login failed with invalid credential","","Wed May 06 04:39:14 UTC 2026","passed","Wed May 06 04:39:24 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
