"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23171","Validate error when First Name is empty","","Mon May 18 05:06:34 UTC 2026","passed","Mon May 18 05:06:57 UTC 2026","","Add Employe on PIM Module","Validate error when First Name is empty",""
"","49482","Search employee name without record data","","Mon May 18 05:12:38 UTC 2026","broken","Mon May 18 05:13:28 UTC 2026","","Check List Employe on PIM Module","Search employee name without record data",""
"","24268","Add a new employee with minimum required fields and a unique manual ID","","Mon May 18 05:06:10 UTC 2026","failed","Mon May 18 05:06:34 UTC 2026","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","12458","Login failed with invalid credential","","Mon May 18 05:14:41 UTC 2026","passed","Mon May 18 05:14:54 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","43274","Successfully create login details with enabled status","","Mon May 18 05:07:19 UTC 2026","passed","Mon May 18 05:08:03 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","20166","find employee with partial name","","Mon May 18 05:11:25 UTC 2026","passed","Mon May 18 05:11:45 UTC 2026","","Check List Employe on PIM Module","find employee with partial name",""
"","57091","Validate error when passwords do not match","","Mon May 18 05:08:42 UTC 2026","passed","Mon May 18 05:09:39 UTC 2026","","Add Employe on PIM Module","Validate error when passwords do not match",""
"","42599","Validate error when photo file size exceeds the limit","","Mon May 18 05:09:39 UTC 2026","passed","Mon May 18 05:10:22 UTC 2026","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4783","Login failed with invalid credential","","Mon May 18 05:14:54 UTC 2026","passed","Mon May 18 05:14:59 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3415","Login failed with invalid credential","","Mon May 18 05:14:59 UTC 2026","passed","Mon May 18 05:15:02 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","39058","Successfully create login details with enabled status","","Mon May 18 05:08:03 UTC 2026","passed","Mon May 18 05:08:42 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","22271","Validate error for duplicate Employee ID","","Mon May 18 05:06:57 UTC 2026","passed","Mon May 18 05:07:19 UTC 2026","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"","39565","Check total data with default pagination","","Mon May 18 05:11:59 UTC 2026","passed","Mon May 18 05:12:38 UTC 2026","","Check List Employe on PIM Module","Check total data with default pagination",""
"","34842","Add a new employee using only mandatory fields","","Mon May 18 05:05:35 UTC 2026","failed","Mon May 18 05:06:10 UTC 2026","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"","14121","find employee with current and include past employee","","Mon May 18 05:11:45 UTC 2026","passed","Mon May 18 05:11:59 UTC 2026","","Check List Employe on PIM Module","find employee with current and include past employee",""
"","62992","Successfully create login details with disabled status","","Mon May 18 05:10:22 UTC 2026","broken","Mon May 18 05:11:25 UTC 2026","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","73453","Successful login with valid credentials","","Mon May 18 05:13:28 UTC 2026","passed","Mon May 18 05:14:41 UTC 2026","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
