"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9167","Check total data with default pagination","","Tue Mar 24 03:40:30 UTC 2026","passed","Tue Mar 24 03:40:39 UTC 2026","","Check List Employe on PIM Module","Check total data with default pagination",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","2790","Login failed with invalid credential","","Tue Mar 24 03:41:05 UTC 2026","passed","Tue Mar 24 03:41:08 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","40651","Successfully create login details with enabled status","","Tue Mar 24 03:36:51 UTC 2026","passed","Tue Mar 24 03:37:31 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","28597","find employee with partial name","","Tue Mar 24 03:39:46 UTC 2026","passed","Tue Mar 24 03:40:14 UTC 2026","","Check List Employe on PIM Module","find employee with partial name",""
"","26688","Validate error for duplicate Employee ID","","Tue Mar 24 03:35:37 UTC 2026","passed","Tue Mar 24 03:36:03 UTC 2026","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3312","Successful login with valid credentials","","Tue Mar 24 03:41:02 UTC 2026","passed","Tue Mar 24 03:41:05 UTC 2026","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","2930","Login failed with invalid credential","","Tue Mar 24 03:41:08 UTC 2026","passed","Tue Mar 24 03:41:11 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","15604","find employee with current and include past employee","","Tue Mar 24 03:40:14 UTC 2026","passed","Tue Mar 24 03:40:30 UTC 2026","","Check List Employe on PIM Module","find employee with current and include past employee",""
"","22603","Search employee name without record data","","Tue Mar 24 03:40:39 UTC 2026","passed","Tue Mar 24 03:41:02 UTC 2026","","Check List Employe on PIM Module","Search employee name without record data",""
"","70260","Successfully create login details with disabled status","","Tue Mar 24 03:38:36 UTC 2026","broken","Tue Mar 24 03:39:46 UTC 2026","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"","31385","Add a new employee using only mandatory fields","","Tue Mar 24 03:34:12 UTC 2026","failed","Tue Mar 24 03:34:43 UTC 2026","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"","24491","Validate error when First Name is empty","","Tue Mar 24 03:35:12 UTC 2026","passed","Tue Mar 24 03:35:37 UTC 2026","","Add Employe on PIM Module","Validate error when First Name is empty",""
"","24405","Validate error when photo file size exceeds the limit","","Tue Mar 24 03:38:11 UTC 2026","passed","Tue Mar 24 03:38:36 UTC 2026","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
"","47148","Successfully create login details with enabled status","","Tue Mar 24 03:36:03 UTC 2026","failed","Tue Mar 24 03:36:51 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","28837","Add a new employee with minimum required fields and a unique manual ID","","Tue Mar 24 03:34:43 UTC 2026","passed","Tue Mar 24 03:35:12 UTC 2026","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"","39943","Validate error when passwords do not match","","Tue Mar 24 03:37:31 UTC 2026","passed","Tue Mar 24 03:38:11 UTC 2026","","Add Employe on PIM Module","Validate error when passwords do not match",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","2694","Login failed with invalid credential","","Tue Mar 24 03:41:11 UTC 2026","passed","Tue Mar 24 03:41:14 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
