"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","2556","Login failed with invalid credential","","Sun Jan 18 11:18:12 UTC 2026","passed","Sun Jan 18 11:18:15 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","21405","find employee with current and include past employee","","Sun Jan 18 11:16:57 UTC 2026","broken","Sun Jan 18 11:17:18 UTC 2026","","Check List Employe on PIM Module","find employee with current and include past employee",""
"","50355","Successfully create login details with disabled status","","Sun Jan 18 11:15:46 UTC 2026","broken","Sun Jan 18 11:16:36 UTC 2026","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"","51693","Validate error when photo file size exceeds the limit","","Sun Jan 18 11:14:54 UTC 2026","broken","Sun Jan 18 11:15:46 UTC 2026","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
"","52605","Add a new employee with minimum required fields and a unique manual ID","","Sun Jan 18 11:09:49 UTC 2026","broken","Sun Jan 18 11:10:41 UTC 2026","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"","50185","Validate error when First Name is empty","","Sun Jan 18 11:10:41 UTC 2026","broken","Sun Jan 18 11:11:32 UTC 2026","","Add Employe on PIM Module","Validate error when First Name is empty",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","2809","Login failed with invalid credential","","Sun Jan 18 11:18:10 UTC 2026","passed","Sun Jan 18 11:18:12 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","70066","Add a new employee using only mandatory fields","","Sun Jan 18 11:08:39 UTC 2026","broken","Sun Jan 18 11:09:49 UTC 2026","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","2786","Login failed with invalid credential","","Sun Jan 18 11:18:07 UTC 2026","passed","Sun Jan 18 11:18:10 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","50588","Successfully create login details with enabled status","","Sun Jan 18 11:12:22 UTC 2026","broken","Sun Jan 18 11:13:12 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","50057","Successfully create login details with enabled status","","Sun Jan 18 11:13:12 UTC 2026","broken","Sun Jan 18 11:14:03 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","20437","find employee with partial name","","Sun Jan 18 11:16:36 UTC 2026","broken","Sun Jan 18 11:16:57 UTC 2026","","Check List Employe on PIM Module","find employee with partial name",""
"","24228","Check total data with default pagination","","Sun Jan 18 11:17:18 UTC 2026","failed","Sun Jan 18 11:17:42 UTC 2026","","Check List Employe on PIM Module","Check total data with default pagination",""
"","21360","Search employee name without record data","","Sun Jan 18 11:17:42 UTC 2026","broken","Sun Jan 18 11:18:04 UTC 2026","","Check List Employe on PIM Module","Search employee name without record data",""
"","50155","Validate error for duplicate Employee ID","","Sun Jan 18 11:11:32 UTC 2026","broken","Sun Jan 18 11:12:22 UTC 2026","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3059","Successful login with valid credentials","","Sun Jan 18 11:18:04 UTC 2026","passed","Sun Jan 18 11:18:07 UTC 2026","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"","51706","Validate error when passwords do not match","","Sun Jan 18 11:14:03 UTC 2026","broken","Sun Jan 18 11:14:54 UTC 2026","","Add Employe on PIM Module","Validate error when passwords do not match",""
