"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","26648","Validate error when First Name is empty","","2026-06-04","passed","2026-06-04","","Add Employe on PIM Module","Validate error when First Name is empty",""
"","41701","Successfully create login details with enabled status","","2026-06-04","failed","2026-06-04","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","5656","Successful login with valid credentials","","2026-06-04","passed","2026-06-04","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"","9936","find employee with partial name","","2026-06-04","passed","2026-06-04","","Check List Employe on PIM Module","find employee with partial name",""
"","13004","Search employee name without record data","","2026-06-04","failed","2026-06-04","","Check List Employe on PIM Module","Search employee name without record data",""
"","9312","Check total data with default pagination","","2026-06-04","passed","2026-06-04","","Check List Employe on PIM Module","Check total data with default pagination",""
"","70580","Successfully create login details with disabled status","","2026-06-04","broken","2026-06-04","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"","49021","Validate error when passwords do not match","","2026-06-04","passed","2026-06-04","","Add Employe on PIM Module","Validate error when passwords do not match",""
"","39771","Add a new employee using only mandatory fields","","2026-06-04","passed","2026-06-04","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"","25278","Validate error for duplicate Employee ID","","2026-06-04","passed","2026-06-04","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4992","Login failed with invalid credential","","2026-06-04","passed","2026-06-04","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","40152","Successfully create login details with enabled status","","2026-06-04","passed","2026-06-04","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","11934","find employee with current and include past employee","","2026-06-04","passed","2026-06-04","","Check List Employe on PIM Module","find employee with current and include past employee",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","6270","Login failed with invalid credential","","2026-06-04","passed","2026-06-04","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","29242","Add a new employee with minimum required fields and a unique manual ID","","2026-06-04","passed","2026-06-04","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"","9728","Validate error when photo file size exceeds the limit","","2026-06-04","passed","2026-06-04","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","5060","Login failed with invalid credential","","2026-06-04","passed","2026-06-04","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
