"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","24239","Add a new employee with minimum required fields and a unique manual ID","","2026-09-04","failed","2026-09-04","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"","53437","Successfully create login details with disabled status","","2026-09-04","broken","2026-09-04","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"","41136","Validate error when passwords do not match","","2026-09-04","passed","2026-09-04","","Add Employe on PIM Module","Validate error when passwords do not match",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3333","Login failed with invalid credential","","2026-09-04","passed","2026-09-04","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","7570","find employee with current and include past employee","","2026-09-04","passed","2026-09-04","","Check List Employe on PIM Module","find employee with current and include past employee",""
"","23356","Validate error when First Name is empty","","2026-09-04","passed","2026-09-04","","Add Employe on PIM Module","Validate error when First Name is empty",""
"","6730","Check total data with default pagination","","2026-09-04","passed","2026-09-04","","Check List Employe on PIM Module","Check total data with default pagination",""
"","57614","Add a new employee using only mandatory fields","","2026-09-04","passed","2026-09-04","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4212","Successful login with valid credentials","","2026-09-04","passed","2026-09-04","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3631","Login failed with invalid credential","","2026-09-04","passed","2026-09-04","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","8375","find employee with partial name","","2026-09-04","passed","2026-09-04","","Check List Employe on PIM Module","find employee with partial name",""
"","44219","Successfully create login details with enabled status","","2026-09-04","passed","2026-09-04","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","22959","Search employee name without record data","","2026-09-04","passed","2026-09-04","","Check List Employe on PIM Module","Search employee name without record data",""
"","24101","Validate error when photo file size exceeds the limit","","2026-09-04","passed","2026-09-04","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
"","24471","Validate error for duplicate Employee ID","","2026-09-04","passed","2026-09-04","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"","39346","Successfully create login details with enabled status","","2026-09-04","passed","2026-09-04","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3572","Login failed with invalid credential","","2026-09-04","passed","2026-09-04","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
