"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13728","find employee with current and include past employee","","2026-08-26","passed","2026-08-26","","Check List Employe on PIM Module","find employee with current and include past employee",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4554","Login failed with invalid credential","","2026-08-26","passed","2026-08-26","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","35824","Add a new employee using only mandatory fields","","2026-08-26","passed","2026-08-26","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"","24750","Add a new employee with minimum required fields and a unique manual ID","","2026-08-26","failed","2026-08-26","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"","44516","Successfully create login details with disabled status","","2026-08-26","passed","2026-08-26","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4733","Successful login with valid credentials","","2026-08-26","passed","2026-08-26","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"","23138","Validate error for duplicate Employee ID","","2026-08-26","passed","2026-08-26","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"","8277","Check total data with default pagination","","2026-08-26","passed","2026-08-26","","Check List Employe on PIM Module","Check total data with default pagination",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4059","Login failed with invalid credential","","2026-08-26","passed","2026-08-26","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4123","Login failed with invalid credential","","2026-08-26","passed","2026-08-26","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","38307","Successfully create login details with enabled status","","2026-08-26","passed","2026-08-26","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","38278","Validate error when passwords do not match","","2026-08-26","passed","2026-08-26","","Add Employe on PIM Module","Validate error when passwords do not match",""
"","43756","Successfully create login details with enabled status","","2026-08-26","passed","2026-08-26","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","23190","Search employee name without record data","","2026-08-26","passed","2026-08-26","","Check List Employe on PIM Module","Search employee name without record data",""
"","24248","Validate error when First Name is empty","","2026-08-26","passed","2026-08-26","","Add Employe on PIM Module","Validate error when First Name is empty",""
"","12729","find employee with partial name","","2026-08-26","passed","2026-08-26","","Check List Employe on PIM Module","find employee with partial name",""
"","23487","Validate error when photo file size exceeds the limit","","2026-08-26","passed","2026-08-26","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
