"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3345","Login failed with invalid credential","","2026-06-26","passed","2026-06-26","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","38482","Add a new employee using only mandatory fields","","2026-06-26","passed","2026-06-26","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"","8264","find employee with current and include past employee","","2026-06-26","passed","2026-06-26","","Check List Employe on PIM Module","find employee with current and include past employee",""
"","62875","Validate error for duplicate Employee ID","","2026-06-26","broken","2026-06-26","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3493","Login failed with invalid credential","","2026-06-26","passed","2026-06-26","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3373","Login failed with invalid credential","","2026-06-26","passed","2026-06-26","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","54106","Successfully create login details with disabled status","","2026-06-26","broken","2026-06-26","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"","8761","find employee with partial name","","2026-06-26","passed","2026-06-26","","Check List Employe on PIM Module","find employee with partial name",""
"","40651","Successfully create login details with enabled status","","2026-06-26","passed","2026-06-26","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","7140","Check total data with default pagination","","2026-06-26","passed","2026-06-26","","Check List Employe on PIM Module","Check total data with default pagination",""
"","22588","Search employee name without record data","","2026-06-26","passed","2026-06-26","","Check List Employe on PIM Module","Search employee name without record data",""
"","24106","Validate error when First Name is empty","","2026-06-26","passed","2026-06-26","","Add Employe on PIM Module","Validate error when First Name is empty",""
"","12617","Add a new employee with minimum required fields and a unique manual ID","","2026-06-26","passed","2026-06-26","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3859","Successful login with valid credentials","","2026-06-26","passed","2026-06-26","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"","45716","Successfully create login details with enabled status","","2026-06-26","passed","2026-06-26","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","40117","Validate error when passwords do not match","","2026-06-26","passed","2026-06-26","","Add Employe on PIM Module","Validate error when passwords do not match",""
"","22696","Validate error when photo file size exceeds the limit","","2026-06-26","passed","2026-06-26","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
