"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","25710","Validate error when First Name is empty","","2026-09-22","passed","2026-09-22","","Add Employe on PIM Module","Validate error when First Name is empty",""
"","8916","find employee with current and include past employee","","2026-09-22","passed","2026-09-22","","Check List Employe on PIM Module","find employee with current and include past employee",""
"","25520","Add a new employee with minimum required fields and a unique manual ID","","2026-09-22","failed","2026-09-22","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"","37868","Successfully create login details with enabled status","","2026-09-22","passed","2026-09-22","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","7257","Check total data with default pagination","","2026-09-22","passed","2026-09-22","","Check List Employe on PIM Module","Check total data with default pagination",""
"","38305","Validate error when passwords do not match","","2026-09-22","passed","2026-09-22","","Add Employe on PIM Module","Validate error when passwords do not match",""
"","35703","Add a new employee using only mandatory fields","","2026-09-22","passed","2026-09-22","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"","43890","Successfully create login details with enabled status","","2026-09-22","passed","2026-09-22","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3547","Login failed with invalid credential","","2026-09-22","passed","2026-09-22","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3864","Successful login with valid credentials","","2026-09-22","passed","2026-09-22","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"","24017","Search employee name without record data","","2026-09-22","passed","2026-09-22","","Check List Employe on PIM Module","Search employee name without record data",""
"","11065","find employee with partial name","","2026-09-22","passed","2026-09-22","","Check List Employe on PIM Module","find employee with partial name",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3620","Login failed with invalid credential","","2026-09-22","passed","2026-09-22","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3936","Login failed with invalid credential","","2026-09-22","passed","2026-09-22","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","28276","Validate error when photo file size exceeds the limit","","2026-09-22","passed","2026-09-22","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
"","46192","Successfully create login details with disabled status","","2026-09-22","passed","2026-09-22","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"","23896","Validate error for duplicate Employee ID","","2026-09-22","passed","2026-09-22","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
