"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","36556","Add a new employee using only mandatory fields","","Mon May 11 04:57:43 UTC 2026","broken","Mon May 11 04:58:19 UTC 2026","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"","30943","Successfully create login details with disabled status","","Mon May 11 05:01:56 UTC 2026","broken","Mon May 11 05:02:27 UTC 2026","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"","30955","Successfully create login details with enabled status","","Mon May 11 05:00:23 UTC 2026","broken","Mon May 11 05:00:54 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","31004","Add a new employee with minimum required fields and a unique manual ID","","Mon May 11 04:58:19 UTC 2026","broken","Mon May 11 04:58:50 UTC 2026","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","30925","Login failed with invalid credential","","Mon May 11 05:06:04 UTC 2026","broken","Mon May 11 05:06:35 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","30992","Validate error for duplicate Employee ID","","Mon May 11 04:59:21 UTC 2026","broken","Mon May 11 04:59:52 UTC 2026","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"","30983","find employee with partial name","","Mon May 11 05:02:27 UTC 2026","broken","Mon May 11 05:02:58 UTC 2026","","Check List Employe on PIM Module","find employee with partial name",""
"","30954","Successfully create login details with enabled status","","Mon May 11 04:59:52 UTC 2026","broken","Mon May 11 05:00:23 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","30986","Validate error when photo file size exceeds the limit","","Mon May 11 05:01:25 UTC 2026","broken","Mon May 11 05:01:56 UTC 2026","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","30969","Successful login with valid credentials","","Mon May 11 05:04:31 UTC 2026","broken","Mon May 11 05:05:02 UTC 2026","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","30958","Login failed with invalid credential","","Mon May 11 05:05:02 UTC 2026","broken","Mon May 11 05:05:33 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","30964","Validate error when passwords do not match","","Mon May 11 05:00:54 UTC 2026","broken","Mon May 11 05:01:25 UTC 2026","","Add Employe on PIM Module","Validate error when passwords do not match",""
"","31129","find employee with current and include past employee","","Mon May 11 05:02:58 UTC 2026","broken","Mon May 11 05:03:29 UTC 2026","","Check List Employe on PIM Module","find employee with current and include past employee",""
"","30950","Validate error when First Name is empty","","Mon May 11 04:58:50 UTC 2026","broken","Mon May 11 04:59:21 UTC 2026","","Add Employe on PIM Module","Validate error when First Name is empty",""
"","30992","Search employee name without record data","","Mon May 11 05:04:00 UTC 2026","broken","Mon May 11 05:04:31 UTC 2026","","Check List Employe on PIM Module","Search employee name without record data",""
"","30922","Check total data with default pagination","","Mon May 11 05:03:29 UTC 2026","broken","Mon May 11 05:04:00 UTC 2026","","Check List Employe on PIM Module","Check total data with default pagination",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","30923","Login failed with invalid credential","","Mon May 11 05:05:33 UTC 2026","broken","Mon May 11 05:06:04 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
