"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","46599","Successfully create login details with enabled status","","Wed Mar 18 03:42:07 UTC 2026","passed","Wed Mar 18 03:42:54 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","38687","Validate error when passwords do not match","","Wed Mar 18 03:42:54 UTC 2026","passed","Wed Mar 18 03:43:32 UTC 2026","","Add Employe on PIM Module","Validate error when passwords do not match",""
"","8757","find employee with current and include past employee","","Wed Mar 18 03:45:01 UTC 2026","passed","Wed Mar 18 03:45:10 UTC 2026","","Check List Employe on PIM Module","find employee with current and include past employee",""
"","22685","Search employee name without record data","","Wed Mar 18 03:45:18 UTC 2026","passed","Wed Mar 18 03:45:40 UTC 2026","","Check List Employe on PIM Module","Search employee name without record data",""
"","24934","Validate error when photo file size exceeds the limit","","Wed Mar 18 03:43:32 UTC 2026","passed","Wed Mar 18 03:43:57 UTC 2026","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3019","Login failed with invalid credential","","Wed Mar 18 03:45:47 UTC 2026","passed","Wed Mar 18 03:45:50 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","24012","Validate error for duplicate Employee ID","","Wed Mar 18 03:40:57 UTC 2026","passed","Wed Mar 18 03:41:21 UTC 2026","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"","8859","find employee with partial name","","Wed Mar 18 03:44:52 UTC 2026","passed","Wed Mar 18 03:45:01 UTC 2026","","Check List Employe on PIM Module","find employee with partial name",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3019","Login failed with invalid credential","","Wed Mar 18 03:45:44 UTC 2026","passed","Wed Mar 18 03:45:47 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","45749","Successfully create login details with enabled status","","Wed Mar 18 03:41:21 UTC 2026","passed","Wed Mar 18 03:42:07 UTC 2026","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","36535","Add a new employee using only mandatory fields","","Wed Mar 18 03:39:29 UTC 2026","failed","Wed Mar 18 03:40:06 UTC 2026","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3026","Login failed with invalid credential","","Wed Mar 18 03:45:50 UTC 2026","passed","Wed Mar 18 03:45:53 UTC 2026","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","55051","Successfully create login details with disabled status","","Wed Mar 18 03:43:57 UTC 2026","broken","Wed Mar 18 03:44:52 UTC 2026","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"","23303","Validate error when First Name is empty","","Wed Mar 18 03:40:34 UTC 2026","passed","Wed Mar 18 03:40:57 UTC 2026","","Add Employe on PIM Module","Validate error when First Name is empty",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","3695","Successful login with valid credentials","","Wed Mar 18 03:45:40 UTC 2026","passed","Wed Mar 18 03:45:44 UTC 2026","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"","7553","Check total data with default pagination","","Wed Mar 18 03:45:10 UTC 2026","passed","Wed Mar 18 03:45:18 UTC 2026","","Check List Employe on PIM Module","Check total data with default pagination",""
"","28060","Add a new employee with minimum required fields and a unique manual ID","","Wed Mar 18 03:40:06 UTC 2026","passed","Wed Mar 18 03:40:34 UTC 2026","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
