"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4259","Login failed with invalid credential","","2026-07-31","passed","2026-07-31","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","22482","Validate error when photo file size exceeds the limit","","2026-07-31","passed","2026-07-31","","Add Employe on PIM Module","Validate error when photo file size exceeds the limit",""
"","53767","Successfully create login details with disabled status","","2026-07-31","broken","2026-07-31","","Add Employe on PIM Module","Successfully create login details with disabled status",""
"","39906","Successfully create login details with enabled status","","2026-07-31","failed","2026-07-31","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","40851","Add a new employee using only mandatory fields","","2026-07-31","passed","2026-07-31","","Add Employe on PIM Module","Add a new employee using only mandatory fields",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4288","Login failed with invalid credential","","2026-07-31","passed","2026-07-31","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","5953","Login failed with invalid credential","","2026-07-31","passed","2026-07-31","","Login to OrangeHRM Dashboard","Login failed with invalid credential",""
"","9557","find employee with partial name","","2026-07-31","passed","2026-07-31","","Check List Employe on PIM Module","find employee with partial name",""
"","23021","Validate error for duplicate Employee ID","","2026-07-31","passed","2026-07-31","","Add Employe on PIM Module","Validate error for duplicate Employee ID",""
"","28943","Add a new employee with minimum required fields and a unique manual ID","","2026-07-31","passed","2026-07-31","","Add Employe on PIM Module","Add a new employee with minimum required fields and a unique manual ID",""
"","6344","Check total data with default pagination","","2026-07-31","passed","2026-07-31","","Check List Employe on PIM Module","Check total data with default pagination",""
"","23467","Validate error when First Name is empty","","2026-07-31","passed","2026-07-31","","Add Employe on PIM Module","Validate error when First Name is empty",""
"","8428","find employee with current and include past employee","","2026-07-31","passed","2026-07-31","","Check List Employe on PIM Module","find employee with current and include past employee",""
"","23464","Search employee name without record data","","2026-07-31","passed","2026-07-31","","Check List Employe on PIM Module","Search employee name without record data",""
"  As a user of the OrangeHRM system
  I want to log into the application using my credentials
  So that I can access the HR management features","4243","Successful login with valid credentials","","2026-07-31","passed","2026-07-31","","Login to OrangeHRM Dashboard","Successful login with valid credentials",""
"","38198","Successfully create login details with enabled status","","2026-07-31","passed","2026-07-31","","Add Employe on PIM Module","Successfully create login details with enabled status",""
"","38494","Validate error when passwords do not match","","2026-07-31","passed","2026-07-31","","Add Employe on PIM Module","Validate error when passwords do not match",""
